"record_id","student_id","student_full_name","gender","student_age","date_of_birth","admission_date","grade_level","class_stream","school_id","school_name","school_type","school_subcounty","school_county","school_region","student_subcounty","student_county","student_region","teacher_id","teacher_name","teacher_gender","teacher_subject_specialty","teacher_subcounty","teacher_county","teacher_region","subject_id","subject_name","assessment_type","score","attendance_rate_pct","fee_balance_kes","scholarship_status","learning_mode"
EDU-0151,STU-1151,Patrick Koech Cheruiyot,M,14,2013-01-18,2023-01-29,"7",Grade 9B,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,65,59,0,Yes,Boarding
EDU-0030,STU-1030,Linda Adhiambo Kiplimo,F,18,2011-04-24,2022-09-19,"9",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,End-Term,93,99,15000,Yes,Boarding
EDU-0211,STU-1211,Allan Barasa Kamau,M,13,2012-04-04,2022-04-26,"8",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,78,68,5000,No,Day
EDU-0200,STU-1200,Moureen Koech Wekesa,F,16,2011-04-28,2023-03-18,"7",Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,98,76,1200,Yes,Boarding
EDU-0171,STU-1171,Samuel Odhiambo Barasa,M,16,2010-09-24,2022-07-11,"8",Grade 7A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,87,58,2500,No,Boarding
EDU-0266,STU-1266,Joy Jepchirchir Wario,M,16,2013-03-20,2022-07-24,"9",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Eldoret East,Uasin Gishu,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,92,94,0,No,Day
EDU-0100,STU-1100,Mary Cherono Cheruiyot,M,15,2013-05-30,2023-10-28,"9",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,59,56,15000,No,Day
EDU-0250,STU-1250,Susan Wafula Koech,F,12,2013-07-05,2024-03-06,"8",Grade 8B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,71,59,10000,No,Hybrid
EDU-0267,STU-1267,Phyllis Kilonzo Hussein,M,18,2010-04-19,2024-07-27,"7",Grade 7B,"",Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,52,93,7500,Partial,Boarding
EDU-0026,STU-1026,Eric Langat Wekesa,F,12,2013-12-10,2023-06-07,"8",Grade 7B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,50,92,1200,No,Boarding
EDU-0014,STU-1014,Oscar Rotich Mutiso,M,12,2013-06-30,2022-02-26,"8",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Eldoret East,Uasin Gishu,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,53,85,7500,Partial,Boarding
EDU-0062,STU-1062,Allan Mutua Ali,M,12,2015-02-27,2023-05-15,"7",Grade 7B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-2,79,0,1200,Yes,Boarding
EDU-0242,STU-1242,Agnes Nyambura Kiplimo,M,14,2011-04-15,2023-12-07,"7",Grade 7A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,87,66,0,Yes,Boarding
EDU-0214,STU-1214,Collins Odhiambo Njuguna,M,13,2011-03-20,2023-09-18,"7",Grade 7B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,58,93,7500,No,Boarding
EDU-0015,STU-1015,Lians Muthoni Chebet,F,16,2015-09-13,2024-06-16,"8",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,41,76,2500,Yes,Boarding
EDU-0148,STU-1148,Anthony Kariuki Korir,M,18,2015-01-12,2023-06-17,"7",Grade 7B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,106,90,1200,No,Boarding
EDU-0098,STU-1098,Clinton Cherono Chebet,F,18,2014-12-12,2022-06-27,"9",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Eldoret East,Uasin Gishu,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,26,69,2500,No,Day
EDU-0040,STU-1040,Brian Kiptoo Kiplimo,M,17,2011-03-15,2024-09-16,"8",Grade 7B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,51,67,5000,Partial,Unknown
EDU-0149,STU-1149,Nelly Nyanchama Were,Unknown,16,2011-03-18,2024-03-30,"7",Grade 7B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,46,63,1200,No,Boarding
EDU-0096,STU-1096,Hassan Kiptoo Odhiambo,F,16,2010-10-23,2023-01-25,"7",Grade 7B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,51,73,7500,Yes,Hybrid
EDU-0235,STU-1235,Caroline Nduta Njoroge,F,15,2012-01-15,2024-09-22,"8",Grade 7A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,90,91,0,No,Boarding
EDU-0218,STU-1218,Zainab Adhiambo Achieng,F,12,2015-03-03,2023-03-16,"9",Grade 9B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Embakasi East,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB-ERR,English,CAT-1,87,72,7500,No,Day
EDU-0312,STU-1312,Mary Ochieng Chege,F,18,2010-03-12,2023-12-05,"7",Grade 9A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Eldoret East,Uasin Gishu,Rift Valley,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,36,93,7500,No,Hybrid
EDU-0112,STU-1112,Hellen Mutua Wambua,F,17,2013-06-11,2022-08-04,"9",Grade 7A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,29,74,2500,Yes,Day
EDU-0313,STU-1313,Trixie Cherono Cheruiyot,F,17,2010-11-18,2024-03-09,"7",Grade 7A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,25,83,7500,Partial,Boarding
EDU-0224,STU-1224,Edna Omondi Maiyo,M,14,2012-11-18,2022-06-29,"9",Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Eldoret East,Uasin Gishu,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,74,89,1200,No,Day
EDU-0189,STU-1189,Irene Mburu Omondi,M,13,2014-01-17,2023-09-09,"8",Grade 7A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Mid-Term,60,59,15000,No,Boarding
EDU-0196,STU-1196,Moses Njoroge Wambua,M,14,2012-10-27,2023-02-21,"9",Grade 9B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,79,88,10000,Yes,Hybrid
EDU-0201,STU-1201,Caleb Kiplagat Abdi,F,14,,2024-05-22,"8",Grade 9A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,25,70,1200,Yes,Day
EDU-0038,STU-1038,Irene Naliaka Nyongesa,M,16,2010-09-20,2024-09-20,"9",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,73,70,7500,Partial,Day
EDU-0243,STU-1243,Millicent Jepchirchir Bwire,M,14,2010-07-09,2023-01-08,"7",Grade 7B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,88,82,10000,Partial,Boarding
EDU-0064,STU-1064,Ezra Mbugua Mwakio,F,13,2010-09-26,2023-01-05,"7",Grade 7B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,67,85,15000,Partial,Hybrid
EDU-0279,STU-1279,Brian Cherono Kilonzo,Unknown,13,2011-10-04,2022-04-14,"7",Grade 7A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,87,0,7500,No,Hybrid
EDU-0305,STU-1305,Felix Mbugua Omondi,M,17,2011-02-28,2023-04-03,"8",Grade 7B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,89,0,0,Partial,Day
EDU-0004,STU-1004,Caroline Mburu Lagat,F,13,2010-06-19,2023-11-13,"9",Grade 9B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-2,69,73,5000,No,Boarding
EDU-0167,STU-1167,Dennis Odhiambo Mogere,F,17,2013-08-18,2024-03-13,"8",Grade 7B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Eldoret East,Uasin Gishu,Rift Valley,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,83,70,0,Partial,Hybrid
EDU-0089,STU-1089,Jemimah Auma Kipsang,M,12,2012-01-21,2024-08-29,"7",Grade 9A,"",Thika Digital Academy,Private,Kiambu,Kiambu,Central,Ruiru,Kiambu,Central,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-2,31,60,1200,Yes,Day
EDU-0126,STU-1126,Joseph Makena Kiprono,M,13,2011-03-12,2023-02-23,"7",Grade 9B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,34,59,0,No,Unknown
EDU-0116,STU-1116,Naomi Omondi Kipsang,M,12,2012-04-12,2024-02-24,"8",Grade 7B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,End-Term,58.5,0,1200,No,Day
EDU-0160,STU-1160,Hassan Maina Kilonzo,Unknown,18,2013-03-05,2024-01-30,"9",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,48,89,0,Yes,Day
EDU-0295,STU-1295,Mary Akinyi Mutai,Unknown,16,2015-04-08,2023-04-11,"8",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,81,66,7500,Partial,Day
EDU-0085,STU-1085,George Njoroge Muthama,F,14,2010-05-13,2024-09-07,"7",Grade 8B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,58.5,0,0,Yes,Day
EDU-0153,STU-1153,Lians Jepchirchir Rono,M,18,2011-12-24,2023-06-10,"9",Grade 8B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,58.5,0,10000,Partial,Boarding
EDU-0041,STU-1041,John Barasa Were,F,12,2013-09-28,2022-01-18,"8",Grade 8A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Eldoret East,Uasin Gishu,Rift Valley,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,4,94,5000,Partial,Day
EDU-0185,STU-1185,Samuel Achieng Njoroge,F,15,2010-05-10,2023-09-30,"9",Grade 9B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,106,82,7500,Yes,Hybrid
EDU-0228,STU-1228,Purity Mburu Abdi,F,16,2015-03-03,2022-12-01,"8",Grade 8B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Eldoret East,Uasin Gishu,Rift Valley,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-2,94,55,0,Partial,Boarding
EDU-0187,STU-1187,Grace Mutua Achieng,F,12,2014-05-09,2023-04-17,"7",Grade 7A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,58.5,57,7500,Partial,Day
EDU-0029,STU-1029,Victor Mutua Maalim,F,13,2013-09-28,2024-05-02,"7",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Unknown,58.5,92,7500,Yes,Day
EDU-0161,STU-1161,Leonard Naliaka Cheruiyot,Unknown,17,2010-08-03,2024-05-13,"9",Grade 7B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,96,0,2500,No,Hybrid
EDU-0207,STU-1207,Lians Makena Barasa,F,18,2012-05-20,2022-01-26,"9",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,25,0,0,No,Day
EDU-0251,STU-1251,Patrick Mburu Wekesa,F,15,2012-02-29,2024-07-12,"8",Grade 7B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Eldoret East,Uasin Gishu,Rift Valley,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,22,72,10000,Partial,Unknown
EDU-0278,STU-1278,George Akinyi Mutiso,F,15,2010-06-17,2023-06-04,"8",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,64,55,0,Yes,Unknown
EDU-0253,STU-1253,Rose Mwikali Serem,F,14,2014-04-16,2024-03-07,"7",Grade 9B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,77,0,0,No,Boarding
EDU-0046,STU-1046,Felix Kariuki Musyoka,F,14,2014-10-02,2024-01-25,"7",Grade 7B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,87,0,10000,No,Day
EDU-0043,STU-1043,Mary Kariuki Musyoka,F,17,2011-07-10,2024-03-01,"8",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,End-Term,29,0,1200,Yes,Hybrid
EDU-0069,STU-1069,Trixie Nyambura Maalim,F,18,2011-06-29,2022-10-26,"8",Grade 9A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-2,30,0,1200,No,Day
EDU-0276,STU-1276,Anthony Nduta Rono,M,13,2012-07-24,2022-04-29,"8",Grade 7B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,88,0,10000,Partial,Day
EDU-0322,STU-1322,Rose Achieng Ali,M,14,2010-12-27,2024-04-29,"8",Grade 9A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,40,0,15000,No,Boarding
EDU-0023,STU-1023,Daisy Achieng Kamau,F,15,2014-05-09,2022-06-22,"9",Grade 9B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,86,0,1200,No,Hybrid
EDU-0172,STU-1172,Oscar Rotich Were,F,15,2015-09-06,2022-05-16,"8",Grade 9A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,89,0,2500,No,Day
EDU-0008,STU-1008,Esther Nyanchama Simiyu,F,12,2011-08-09,2022-09-02,"9",Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Embakasi East,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,37,86,15000,No,Boarding
EDU-0032,STU-1032,Dennis Mbugua Macharia,M,12,2011-09-02,2022-11-09,"9",Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,33,98,2500,No,Day
EDU-0123,STU-1123,Isaac Kariuki Musyoka,F,12,2010-05-31,2024-08-20,"8",Grade 7A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,4,59,15000,No,Hybrid
EDU-0044,STU-1044,Martin Omondi Korir,F,16,2012-06-13,2022-01-21,"7",Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Kisauni,Mombasa,Coast,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,End-Term,72,81,7500,No,Unknown
EDU-0052,STU-1052,Irene Kiplagat Maalim,F,17,2015-02-03,2023-09-16,"8",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,56,90,0,Yes,Unknown
EDU-0104,STU-1104,Christine Wanjala Njuguna,F,18,2011-08-04,2022-01-15,"9",Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-2,77,57,7500,No,Unknown
EDU-0269,STU-1269,Stephen Nekesa Cheruiyot,M,17,2010-02-02,2023-09-08,"7",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,91,96,7500,No,Unknown
EDU-0234,STU-1234,Ruth Ochieng Bett,M,18,2010-08-19,2022-04-29,"8",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,End-Term,56,72,0,No,Hybrid
EDU-0317,STU-1317,Millicent Kariuki Barasa,M,15,2011-11-09,2023-09-05,"9",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,38,55,0,Yes,Day
EDU-0264,STU-1264,Felix Odhiambo Mburu,M,13,2014-06-12,2022-07-03,"9",Grade 9A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,28,93,10000,Yes,Boarding
EDU-0147,STU-1147,George Maina Kilonzo,F,13,2010-09-16,2024-03-10,"8",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,83,62,1200,No,Hybrid
EDU-0170,STU-1170,Allan Jepchirchir Chege,M,16,2014-11-23,2022-10-02,"7",Grade 7A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,58.5,81,15000,Yes,Boarding
EDU-0204,STU-1204,Abdi Barasa Mbugua,M,17,2012-10-14,2022-01-30,"7",Grade 8A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,58.5,67,5000,No,Day
EDU-0051,STU-1051,Zainab Nyanchama Muli,M,12,2012-07-27,2024-09-05,"7",Grade 7A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,58.5,69,0,Yes,Hybrid
EDU-0238,STU-1238,Naomi Muthoni Mogere,F,16,2010-08-19,2022-02-14,"9",Grade 8A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,58.5,83,10000,Yes,Hybrid
EDU-0259,STU-1259,Kevin Nyanchama Wanjala,F,17,2014-01-10,2023-01-13,"8",Grade 8A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,106,94,7500,No,Boarding
EDU-0226,STU-1226,Rose Makena Mwangi,M,15,2013-01-13,2022-03-01,"7",Grade 7B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,55,95,0,Partial,Day
EDU-0275,STU-1275,Sharon Achieng Nyongesa,M,14,2014-01-08,2022-04-22,"9",Grade 9A,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,41,92,0,Yes,Boarding
EDU-0316,STU-1316,Leonard Wekesa Wanjala,M,12,2014-01-25,2023-04-03,"7",Grade 7A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,69,70,5000,No,Hybrid
