Order ID,Order Date,Delivery Date,Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded
ord1161,11/10/2025,N/A,Peter Maina,Individual,41,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Dan1el Kimani,facebook,Toyota Kenya,Corolla ,Saloon,2017,Hybrid,Manual,White,1,"KSh 2,147,000","1,830,000",7%,"KSh88,000","KSh 69,000",Asset Financing,Cancelled,Cancelled,2.8,41,Not Returned,2084709
LCL-1162,45832,15-Jul-25,PETER WANJIKU,Ngo,-5,Western,Kakamega,Kakamega,Kakamega Yard,Mercy At1eno,Website,subaru,Forester,SUV,2024,Hybrid,Automatic,Black,1,3391000,"KSh2,814,000",25%,"KSh 38,000",85000,Cash,Awaiting Payment,Delivered,2.5,32,Not Returned,"KSh2,581,250"
ord1163,28-Oct-25,46069,Winnie Muthoni,Dealer,45,Western,Kakamega,Kakamega,Kakamega yard,grace njeri,CORPORATE TENDER,Honda motors,vezel,Crossover,2015,Diesel,auto,WHI,1,2.99M,"KES 2,670,000",5%,0.03M,42000,Cheque,Paid,IN-TRANSIT,4.3,2,Returned,"KES 2,869,300"
LCL1164,15-Mar-26,"Apr 02, 2026",James Kiptoo,Individual,48,Eastern,Machakos,Athi River,Athi River Yard,Aisha Mohamed,Phone Call,Volkswagen,Golf,Hatchback,Twenty Twenty,Electric,Automatic,Silver,1,"KSh 2,444,000","1,994,000",7%,"KES 16,000","KSh 23,000",Bankers Cheque,Unpaid,Delivered,4.8,34,Not Returned,2288920
LCL1165,45815,45834,Naomi Mutua,Individual,62,Central,Kiambu,Thika,Thika Yard,Faith,WATSAPP,ISZU,N-SERIES,Truck,202A,Hybrid,A/T,Black,3 cars,5165000,4392000,5%,170000,151000,M Pesa,Awaiting Payment,In Transit,4.9,38,,5076750
ord1166,09/11/2025,26/09/2025,Grace Kimani,Ngo,32,Central,Kiambu,Thika,Thika Yard,kevin  mwangi,instagram,Toyota,Harrier,SUV,,Hybrid,Manual,Pearl,1,"KES 5,067,000",4499000,5 percent,168000,"KSh 150,000",Bankers Cheque,Awaiting Payment,Delivered,4.7,33,,4981650
LCL-1167,April 31 2026,03/17/2025,Carol Ochieng,NGO,35,Western,kakamega,Kakamega,KAKAMEGA YARD,Brian Otieno,phone,Toyta,Axio,sedan,2021,hybrid/petrol,a/t,Green,1,missing,1581000,10 percent,"KSh97,000","KSh 157,000",wire,PAID,held,2.5 out of 5,24,Returned,1767400
N/A,13/02/2026,15/03/2026,John Mugambi,Corporate,61,Western,Kakamega,Kakamega,Kakamega Yard,GRACE NJERI,refferal,toyota,Corolla ,Sedan,2023,Diesel,Automatic,Green,1,"KES 2,021,000","KSh 1,804,000",12%,100000,missing,Asset Financing,Completed,Delivered,4.2,23,Not Returned,"KSh1,878,480"
CAR1169,"Dec 21, 2025",04-Jan-26,faith wafula,National Govt,45,Western,Kakamega,Kakamega,Kakamega Yard,brian otieno,referral,Nissan,Juke,Crossover,2025,Electric,Manual,Blue,1,2200000,"KSh 1,798,000",0%,"KSh 130,000",127000,Bankers Cheque,Awaiting Payment,Delivered,4.6,28,Not Returned,missing
LCL-1170,46183,06/12/2026,Aisha Mohamed,ngo,38,nrb,nairobi county,NAIROBI,Nairobi HQ,faith achieng,instagram,Totoya,Corolla,Sedan,2025,Hybrid,Automatic,White,1,"KES 2,004,000","KSh 1,785,000",12%,0.14M,155000,M pesa,Refunded,At the yard,2.0 out of 5,12,Returned,KSh 0
CAR1171,46169,06/01/2026,Peter Ochieng,National Govt,47,Coast,Mombasa,Mombasa,Mombasa Port Yard,Samuel Mutua,Instagram,Subaru,Forester,SUV,2017,Diesel,Automatic,Silver,3,"KSh 3,187,000","2,661,000",2%,"KSh 34,000","KSh 44,000",CASH,Partially Paid,Delivered,3.1,24,,"KES 9,403,780"
LCL-1172,31/02/2026,46122,aisha kariuki,Corporate,thirty,Eastern,Machakos,Athi River,Athi River Yard,Faith Achieng,REFERRAL,Mitsubishi,Canter,Truck,2026,Petrol,Automatic,White,3 cars,3956000,3277000,2%,168000,185000,Cash,Partially Paid,Delivered,3.3,37,Not Returned,4044880
LCL-1173,,17/05/2026,Joy Chebet,Company,22,Nyanza region,KISUMU,Kisumu,Kisumu branch,Brian Otieno,Referral,Honda,fit,hatchback,2018,Petrol,AUTO,Red,5,"KSh 1,275,000",1105000,NULL,42000,"KSh 58,000",M pesa,partially paid,Delivered,3.5,8,Returned,"KSh5,779,500"
ord1174,03/29/2025,45764,Joseph Kimani,Ngo,43,Nairobi,Nairobi,Nairobi,Nairobi Yard,Mercy  Atieno,Corporate Tender,toyota,Fielder,Wagon,2018,Petrol,Automatic,Red,1,1.89M,1.7M,10 percent,36000,"57,000",Asset Financing,Completed,Cancelled,2.4,41,Not Returned,"KSh 1,732,500"
ORD1175,45933,45952,Winnie Kiptoo,Individual,56,Eastern,Machakos,Athi River,Athi River Yard,Samuel Mutua,Facebook,Totoya,Corolla ,Sedan,1899,Electric,Automatic,Red,1,2015000,1676000,15%,"KSh 82,000","KES 96,000",Bankers Cheque,Completed,Delivered,2.4,12,Not Returned,1794750
CAR1176,46011,30/12/2025,James Wafula,Corporate,N/A,Eastern,Machakos,Athi River,Athi River Yard,mary wanjiku,Instagram,Mazda,AXELA,Sedan,2024,Hybrid,Automatic,White,1,1899000,1.52M,ten percent,not available,52000,M Pesa,Cancelled,Cancelled,3.4,16,Not Returned,"KSh1,935,020"
CAR1177,,09/17/2025,Unknown,Car Dealer,60,Western,Kakamega,Kakamega,Kakamega Yard,brian otieno,Instagram,totoya,Hiace,Van,2025,Hybrid,Manual,Grey,1,"KSh5,612,000","KSh4,319,000",7%,-67000,"82,000",M Pesa,Completed,At the Yard,,35,Not Returned,"KSh 5,286,160"
LCL1178,18-Nov-25,-,Carol Achieng,National Govt,66,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,MARY WANJIKU,Instagram,VOLKSWAGEN,Tiguan,SUV,2017,Petrol,Automatic,Silver,,"KSh 4,834,000",4.07M,15 percent,"KSh 46,000",52000,Cash,Completed,Delivered,4.7/5,9,Not Returned,"KES 20,590,500"
LCL-1179,10/03/2026,04/04/2026,John Kiptoo,Corporate,25,Rift Valley,Nakuru,Nakuru,Nakuru Yard,SAMUEL MUTUA,REFERRAL,nissan,XTrail,SUV,2020,Petrol,M/T,Green,1,3164000,"KSh2,506,000",10%,33000,0.06M,M Pesa,Completed,In Transit,4,17,Not Returned,2880600
LCL-1180,18/02/2026,27/02/2026,Kevin Muthoni,CORPORATE,39,Central,Kiambu,Thika,Thika Yard,Faith Achieng,Referral,totoya,Prado Tx,SUV,2025,Diesel,Automatic,Pearl,1,"KES 7,979,000","KSh 6,677,000",10 percent,"KSh 60,000",62000,Bank transfer,Completed,Delivered,2.5,0,Not Returned,"KES 7,241,100"
N/A,03/04/2026,10/04/2026,John Kiptoo,Government,42,westen,kakamega,Kakamega,KAKAMEGA YARD,peter kiptoo,Instagram,totoya,lc200,SUV,2017,Diesel,Automatic,Black,1,"KSh 12,156,000","KSh 10,364,000",5%,179000,152000,Asset financing,unpaid,Delivered,4.4 out of 5,38,Returned,"KES 11,727,200"
ord1182,04/01/2026,18-Jan-26,John Kariuki,National Govt,23,Central,Kiambu,Thika,Thika Yard,brian otieno,phone call,subaru,outback,Wagon,2020,Hybrid,Automatic,Grey,1,4175000,"KES 3,574,000",10%,"KES 109,000",not available,M Pesa,Partially Paid,Delayed,4.7,13,Not Returned,"KSh 3,866,500"
CAR1183,12/04/2026,05/09/2026,Linda Mwangi,National Govt,45,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Aisha Mohamed,facebook,Honda,Fit,Hatchback,2024,Hybrid,Automatic,Pearl,1,1484000,"KES 1,170,000",5%,"KSh 45,000","KES 76,000",Bank transfer,Completed,Delivered,4.6,30,Not Returned,"KSh1,454,800"
N/A,14/02/2026,N/A,Mercy Kariuki,Individual,47,Nairobii,NRB,Embakasi,Nairobi HQ,grace njeri,Instagram,Mitsubishi,Canterr,truck,2025,Gasoline,Automatic,Silver,1,"3,661,000",3247000,7 percent,0.14M,"KSh 159,000",ASSET FINANCE,PENDING,At yard,3.9 out of 5,26,Returned,3540730
LCL-1185,45937,13-Oct-25,Victor Ochieng,Car Dealer,60,Western,Kakamega,Kakamega,Kakamega Yard,Faith  Achieng,Website,HONDA,Vezel,Crossover,2021,Diesel,Automatic,White,4,2635000,"KES 2,265,000",NULL,"KSh74,000",111000,Asset Financing,Completed,Delivered,3.8,11,Not Returned,"KSh 9,033,000"
LCL1186,06/05/2026,25/05/2026,aisha mugambi,Individual,25,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary Wanjiku,WHATSAPP,honda,Fit,Hatchback,2023,Petrol,Automatic,Silver,1,1343000,1126000,3%,64000,"KSh61,000",Wire Transfer,Partially Paid,Delivered,2.3,31,Not Returned,"KSh 1,366,710"
ORD1187,01/09/2025,09/11/2025,Kevin Otieno,National Govt,26,Nairobi,Nairobi,Nairobi,Nairobi Yard,FAITH ACHIENG,corporate,Mercedes-Benz,C200,Sedan,2021,Diesel,Automatic,White,1,5.62M,"KES 4,789,000",0.03,"32,000",error,M Pesa,Cancelled,In Transit,3.7,10,Not Returned,0
LC1188,01/02/2025,05-Jan-25,Peter Maina,NGO,52,EASTERN,Machakos,Mlolongo,Athi River Yard,DANIEL KIMANI,INSTAGRAM,subaru,Outback,Wagon,2024,Petrol,AUTO,white,1,"KSh3,558,000",3082000,7%,156000,233000,Bank Transfer,paid,In Transit,4.8 out of 5,N/A,Returned,"KES 3,464,940"
LCL-1189,46019,22/01/2026,Hassan Omondi,Car Dealer,55,Central,Kiambu,Thika,Thika Yard,DANIEL  KIMANI,refferal,nissan,Navara,Pickup,2023,Petrol,Automatic,Green,1,4661000,3891000,7 percent,18000,"KSh32,000",Asset Financing,Partially Paid,In Transit,3,33,Not Returned,4.35M
LCL-1190,27/11/2025,"Dec 19, 2025",Grace Otieno,person,58,Rift Valley,nakuru,Nakuru,NAKURU YARD,Grace Njeri,Corporate Tender,Honda,Fit,HATCHBACK,2026,Petrol,A/T,Green,1,"KSh 1,458,000","KSh 1,277,000",5 percent,"142,000","KSh 223,000",BANK TRANSFER,CANCELLED,Canceled,-1,21,Returned,0
-,11/01/2025,"Jan 17, 2025",Kevin Nyambura,Individual,23,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Peter Kiptoo,phone call,toyota,Prado Tx,SUV,2017,Diesel,Manual,Black,1,6874000,5817000,-10%,"KES 86,000",97000,Bankers Cheque,Completed,Delivered,4.2,28,Not Returned,"KSh 7,647,400"
LC1192,"Apr 06, 2025",18/04/2025,Mercy Kariuki,Car Dealer,50,Central,Kiambu,Thika,Thika Yard,Grace Njeri,web,Toyota,Land Cruiser,SUV,202A,Petrol,Manual,Grey,1,122420000,9382000,unknown,0.17M,not available,M Pesa,Partially Paid,Delivered,3.6,15,Not Returned,-2283399
LCL1193,"Jan 13, 2026",46064,Kevin Nyambura,National Govt,68,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,aisha mohamed,whatsapp,Totoya,Prado Tx,SUV,2019,Hybrid,A/T,Blue,3,not available,"KSh 5,640,000",0.05,42000,"KES 72,000",Bank transfer,Partially Paid,At the Yard,2.1,,Not Returned,"KSh18,532,800"
ord1194,07/10/2025,31/02/2026,Kevin Njeri,Individual,53,Coast,Mombasa,Mombasa,Mombasa Port Yard,PETER  KIPTOO,Whats App,Toyota,Harrier,SUV,2022,Petrol,Automatic,Red,1,"KSh 4,615,000","KSh4,036,000",10%,KSh 0,180000,Bankers Cheque,Completed,Delivered,5,4,Not Returned,4306500
LCL1195,05/01/2025,01/13/2025,james mutua,Car Dealer,37,Western,Kakamega,Kakamega,Kakamega Yard,Mercy Atieno,refferal,Mazda,CX5,SUV,2018,Petrol,Automatic,Black,8,"3,866,000",3251000,0.2,41000,0.06M,Bank transfer,Partially Paid,Cancelled,2.7,6,Not Returned,24.78M
,17-Nov-25,11/21/2025,Joy Mugambi,Company,60,Rift Valley,Nakuru,Nakuru,Nakuru Yard,samuel mutua,refferal,Nissan,Juke,Crossover,2021,PMS,A/T,Silver,7,1.95M,1692000,10%,145000,"KSh 222,000",M Pesa,Refunded,At the Yard,2.5,15,Not Returned,#VALUE!
CAR1197,04/28/2025,05/25/2025,N/A,Individual,29,Western,Kakamega,Kakamega,Kakamega Yard,Dan1el Kimani,referral,Mazada,CX5,SUV,2019,Petrol,Automatic,Blue,4,"KES 3,551,000","KSh2,814,000",No Discount,not available,"KES 101,000",Wire Transfer,Awaiting Payment,At the Yard,4.6,33,Not Returned,11476200
LC1198,45957,N/A,Hassan Mwangi,Individual,57,Nairobi,Nairobi,nairobi,Nairobi Yard,faith achieng,Instagram,Honda,Vezel,Crossover,2026,Petrol,Automatic,Grey,1,3028000,"KSh 2,401,000",120%,"23,000",60000,M Pesa,Cancelled,Cancelled,2.7,0,Not Returned,missing
LC1199,45977,45989,Daniel Kariuki,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega Yard,Mercy  Atieno,corporate tender,Toyta,Fielder,Wagon,2017,Petrol,Automatic,Pearl,4,1738000,1429000,NULL,0.18M,252000,Bankers Cheque,Completed,Delivered,3.1,0,Not Returned,6644360
LC1200,April 31 2026,N/A,Peter Ochieng,Corporate,27,Nyanza,Kisumu,Kisumu,Kisumu Yard,Samuel Mutua,walk in,Mazda,Atenza,Sedan,2015,Diesel,Manual,Grey,5,"KSh 2,660,000","KSh2,241,000",5%,"KSh141,000","KSh 137,000",Wire Transfer,Partially Paid,At the Yard,3.2,36,Not Returned,12776000
ord1201,,24-Feb-26,Brian Wanjiku,Ngo,58,Central,Kiambu,Thika,Thika Yard,Mary,Instagram,Toyota Kenya,Land Cruiser,SUV,2018,gasoline,Automatic,Green,1,14682000,"KES 11,987,000",0.12,#VALUE!,"KSh151,000",Wire Transfer,Completed,Cancelled,2.8,3,Not Returned,"KSh 6,509,080"
N/A,21-Mar-26,09/04/2026,Brian Ochieng,Retail,58,Nairobi,Nairobi,NAIROBI,Nairobi Yard,FAITH ACHIENG,corporate,Honda,Vezel,Crossover,2021,Diesel,Automatic,Black,2,"KSh 2,430,000",2087000,Disc,106000,75000,M Pesa,Cancelled,Cancelled,2.7,39,Not Returned,"KSh 4,382,800"
LCL1203,46069,17/03/2026,Aisha Mohamed,CORPORATE,27,Nairobi,Nairobi,NAIROBI,Nairobi Yard,AISHA MOHAMED,corp tender,Toyta,hilux,Pickup,2020,Diesel,Automatic,Pearl,3,"KES 5,527,000","KSh -4,841,000",12 percent,138000,159000,Cash,Completed,In Transit,5,13,Not Returned,"16,202,208"
LCL1204,26/05/2025,45827,Mary Kiptoo,CORPORATE,55,Central,Kiambu,Thika,Thika Yard,Mercy At1eno,insta,isuzu,D-Max,Pickup,2015,Petrol,Automatic,Red,1,"4,230,000","KSh3,526,000",3%,130000,181000,Bankers Cheque,Completed,Delivered,4.2,32,Not Returned,"KSh 4,233,100"
CAR1205,05/04/2026,07/04/2026,james maina,corporate,25,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Faith  Achieng,Facebook,HONDA,Fit,Hatchback,2015,Petrol,Manual,Blue,1,"KES 1,275,000",-,0.02,160000,#VALUE!,Bank transfer,Completed,Delivered,2.4,41,Not Returned,"KSh 1,409,500"
LC1206,03/09/2025,"Sep 26, 2025",Faith Maina,Individual,42,eastrn,Machakos,ATHI RIVER,Athi River Yard,Grace Njeri,Referral,HONDA,vezel,Crossover,2017,petrol,automatic,Blue,1,"KSh 3,042,000",2319000,,"166,000","KSh 211,000",M-Pesa,PAID,DELIVERED,3,16,Returned,"KES 3,208,000"
CAR1207,17-Jan-26,08-Feb-26,Mary Mutua,GOVERNMENT,27,Nyanza,Kisumu,Kisumu,KISUMU YARD,BRIAN OTIENO,CORPORATE TENDER,Isuzu,Dmax,Pickup,2023,petrol,Automatic,Pearl,4,"KES 4,625,000","KSh 3,590,000",5%,"134,000",182000,Cheque,Paid,DELIVERED,3.6 out of 5,45,Returned,"KSh 17,709,000"
LC1208,45772,April 31 2026,Carol Maina,Retail,-5,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Brian Otieno,,Mitsubishi,Outlander,SUV,N/A,Petrol,,Black,1,"KSh3,367,000","KSh 2,607,000",12%,-146000,"201,000",Asset Financing,Awaiting Payment,Delayed,3.4,11,,"KES 3,419,856"
CAR1209,24-Sept-25,24/10/2025,Kevin Otieno,County govt,28,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,SAMUEL  MUTUA,Phone Call,Honda,Vezel,Crossover,2015,Diesel,Manual,White,1,"KSh2,755,000",2483000,15 percent,40000,"73,000",Bankers Cheque,Completed,In Transit,4.3,0,Not Returned,1190875
ord1210,08/07/2025,03/07/2025,James Chebet,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,insta,Nissan,Navara,Pickup,2017,Diesel,Automatic,Grey,3,4724000,"KSh 3,868,000",#ERROR,39000,50000,M Pesa,Completed,Delivered,4.5,8,,13927560
LCL1211,26/07/2025,31/02/2026,Brian Nyambura,Individual,67,Eastern,Machakos,Athi River,Athi River Yard,Grace Njeri,whatsapp,Toyota Kenya,Prado Tx,SUV,2019,Petrol,Automatic,Black,3 cars,6918000,"KSh5,906,000",5%,not available,0.21M,Cash,Completed,Delivered,2.3,19,Not Returned,"KSh6,749,100"
N/A,08/02/2026,06-Mar-26,John Mohamed,Car Dealer,68,Central,Kiambu,Thika,Thika Yard,MARY WANJIKU,WEBSITE,Nissan,Note,Hatchback,2022,Petrol,Automatic,Green,2,"1,349,000","KSh1,170,000",12 percent,"KES 55,000","KES 102,000",Wire Transfer,Completed,Delivered,3.2,41,Not Returned,"1,214,620"
LCL-1213,45978,13/12/2025,Mercy Wanjiku,Car Dealer,61,Eastern,Machakos,Athi River,Athi River Yard,GRACE NJERI,IG,Mazda,DEMIO,Hatchback,2016,Petrol,Automatic,Blue,3 cars,"KSh 1,312,000","KSh1,088,000",5%,,"KES 153,000",Asset Financing,Completed,Delivered,4.7/5,25,Not Returned,1379400
ORD1214,12-Dec-25,26/12/2025,Naomi Maina,National Govt,33,Central,Kiambu,Thika,Thika Yard,Peter Kiptoo,FACEBOOK,TOYOTA,Fielder,Wagon,2018,Petrol,Automatic,Green,3 cars,1952000,1605000,7%,82000,"KSh 104,000",Cash,Completed,In Transit,2.1,19,Not Returned,"KSh 5,528,080"
ord1215,45740,21/04/2025,Unknown,NGO,30,RIFT VALLEY,Nakuru,nakuru,Nakuru branch,Daniel Kimani,corporate tender,mazda,Atenza,Sedan,2023,hybrid/petrol,Automatic,Green,1,"KSh 2,480,000","KSh2,032,000",15,"KSh146,000","KSh 143,000",M pesa,Paid,Delivered,4.7 out of 5,39,Returned,"KSh 4,508,000"
ORD1216,45893,"Sep 06, 2025",Mary Mohamed,Individual,-5,Central,Kiambu,Thika,Thika Yard,Aisha  Mohamed,Phone Call,volks wagen,Tiguan,SUV,2023,Diesel,Automatic,Green,1,"KSh 4,591,000","KSh 3,901,000",,"KSh 97,000",129000,Bankers Cheque,Completed,Delivered,4.6,11,Not Returned,4596180
ord1217,09/05/2025,"Jun 07, 2025",Mary Wanjiku,County govt,56,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Grace Njeri,Walk-in,TOYOTA,Axio,Sedan,2016,Hybrid,Automatic,Pearl,1,1875000,"1,638,000",-0.1,"48,000",#VALUE!,Bankers Cheque,Awaiting Payment,At the Yard,3.7,20,Not Returned,1055250
LC1218,46189,46195,James Mugambi,Individual,43,Eastern,Machakos,Athi River,Athi River Yard,Faith Achieng,WHATSAPP,Honda motors,Vezel,Crossover,2022,Petrol,Automatic,Red,1,2755000,2332000,Disc,"KSh 35,000","KSh51,000",M Pesa,Completed,Delivered,2.8,8,Not Returned,2707350
CAR1219,21/05/2025,45786,Victor Muthoni,Car Dealer,35,Eastern,Machakos,Athi River,Athi River Yard,Peter,Phone Call,toyota,Hilux,Pickup,202A,Petrol,Automatic,Silver,4,"KES 5,601,000","KSh 4,957,000",2,"KSh 116,000","KES 177,000",Bank transfer,Completed,Delivered,3.1,22,Not Returned,22.07M
ORD1220,45674,24/01/2025,Aisha Omondi,Individual,42,Western,Kakamega,Kakamega,Kakamega Yard,br1an otieno,Site,toyota,Harrier,SUV,2015,Hybrid,Manual,Grey,1,3937000,3.54M,15%,"KSh92,000","KES 101,000",Asset Financing,Completed,Delivered,4.4,27,Not Returned,3782295
LCL-1221,05-Dec-25,46005,Kevin Wanjiku,Ngo,62,Nyanza,Kisumu,Kisumu,Kisumu Yard,Daniel Kimani,Instagram,Mercedes-Benz,E250,Saloon,2015,Petrol,Automatic,Black,1,7019000,6005000,15%,145000,175000,cash,Completed,Cancelled,2.4,41,,not available
LCL-1222,03/05/2026,46167,James Muthoni,Ngo,25,Nairobi,Nairobi,Nairobi,Nairobi Yard,FAITH ACHIENG,corporate tender,Mitsubishi,Canter,Truck,2026,Petrol,Automatic,Green,1,"KES 3,779,000","3,125,000",5%,not available,94000,M Pesa,Cancelled,Cancelled,4.7,35,Not Returned,0
CAR1223,09/03/2026,46140,Winnie Njeri,dealer,58,nrb,Nairobi,Nairobi,Main Yard,kevin mwangi,Website,Toyota,Harrier,SUV,2025,Diesel,MANUAL,Whi,1,"4,102,000",3684000,120%,"KSh 83,000","KSh 98,000",asset finance,Refunded,on the way,2.5 out of 5,1,Returned,"737,399"
LC1224,45737,45753,Naomi Mutua,Corporate,121,Coast,Mombasa,Mombasa,Mombasa Port Yard,FAITH ACHIENG,phone call,Honda motors,Vezel,Crossover,2024,Hybrid,Automatic,Blue,1,2443000,2208000,3%,52000,-,Cash,Completed,Delivered,2.8,29,Not Returned,4843420
ord1174,2026-13-04,-,Naomi Wanjiku,Individual,48,Western,Kakamega,Kakamega,Kakamega Yard,MARY  WANJIKU,instagram,Mazda,Atenza,Sedan,2016,Gasoline,A/T,Silver,1,"KSh 2,671,000","KSh2,387,000",7%,72000,"KSh76,000",Bank transfer,Partially Paid,Delivered,2.6,5,Not Returned,2556030
N/A,21/12/2025,18/01/2026,Naomi Nyambura,company,35,Coast,Mombasa,Mombasa,Mombasa Port Yard,mercy atieno,Instagram,Mazda,CX5,SUV,2023,Petrol,Automatic,White,-1,"KES 3,560,000",3030000,10 percent,"KSh82,000","KES 85,000",Cash,Completed,In Transit,2.8,27,Not Returned,"KES 3,286,000"
CAR1227,01/07/2025,"Jul 07, 2025",Peter Mutua,Individual,65,RIFT-VALLEY,Nakuru,Nakuru,NKR Yard,Brian Otieno,WhatsApp,Toyta,Harrier,SUV,2026,PETROL,AUTOMATIC,blue,1,"KSh 4,445,000",3843000,12 percent,46000,52000,bank,pending,Delivered,4.2,27,Returned,3957600
,"Nov 24, 2025",12/12/2025,Faith Kiptoo,Corporate,43,CENTRAL,kiambu,thika,Thika Yard,Kevin Mwangi,Phone Call,HONDA,fit,Hatchback,2020,Petrol,Automatic,GREY,5,"1,592,000","KSh 1,347,000",1.2,111000,"KSh 124,000",M-Pesa,Paid,In Transit,4.3 out of 5,14,Returned,"KSh -1,480,999"
ord1229,03-Jun-26,31-May-26,Linda Mutua,Ngo,62,Nairobi,Nairobi,Nairobi,Nairobi Yard,MERCY,Whats App,nissan,Note,Hatchback,2026,Petrol,Manual,Red,2,"KES 1,189,000",932000,0,"KSh19,000",TBD,M Pesa,Completed,In Transit,3,2,Not Returned,2.4M
LCL-1230,45789,19/05/2025,John Mugambi,Car Dealer,55,Central,Kiambu,Thika,Thika Yard,br1an otieno,referal,ISUZU,N-Series,Truck,2015,Petrol,Automatic,White,1,"KSh 4,783,000",3640000,5%,"KSh 110,000",146000,Bankers Cheque,Awaiting Payment,Delivered,3.6,38,Not Returned,"KSh 4,653,850"
ord1231,45793,45796,Faith Mwangi,Individual,67,Western,Kakamega,Kakamega,Kakamega,Daniel Kimani,FACE BOOK,subru,XV,CROSSOVER,2017,Petrol,Automatic,Black,1,not available,1831000,7%,84000,"KES 73,000",Bank transfer,CANCELLED,Done,6,13,Returned,0.0M
LCL-1232,28/08/2025,45923,kevin wanjiku,ngo,27,Nyanza region,Kisumu,Kisumu,KSM YARD,Br1an Otieno,Website,Totoya,FIELDER,wagon,2015,Petrol,Automatic,black,1,1880000,"KSh1,675,000",0%,15000,14000,Cash,cancelled,Done,4.3 out of 5,39,Returned,KSh0
ord1233,45960,45965,WINNIE MAINA,dealer,47,Rift Valley,nkr,nakuru,Nakuru Yard,Grace Njer1,WEBSITE,mazda,cx-5,SUV,2025,Diesel,A/T,silver,4,"KES 3,473,000",2.75M,0.05,"KES 25,000",42000,M-Pesa,Paid,done,3.1,6,Returned,13222400
,"Apr 18, 2026",46158,Kevin Kimani,ngo,33,COAST,MOMBASA,Mombasa,Mombasa Port Yard,Mercy,PHONE CALL,BMW,X-5,SUV,Twenty Twenty,Hyb,Automatic,White,1,"KES 9,991,000",8484000,15%,"KSh 117,000",0.17M,asset finance,paid,Delivered,5.0 out of 5,10,Returned,8609350
LCL1235,46156,46160,Joseph Otieno,Individual,67,Nyanza,Kisumu,Kisumu,Kisumu Yard,Peter Kiptoo,CORPORATE TENDER,HONDA,CRV,SUV,2024,Petrol,Manual,Grey,,4408000,3.37M,10%,98000,"KSh 93,000",Bankers Cheque,Completed,Delivered,3.1,4,Not Returned,"4,065,200"
LCL1236,45917,45903,Joy Kariuki,Company,36,Eastern,Machakos,Athi River,Athi River Yard,Kevin,walk-in,nisan,XTrail,SUV,2022,PMS,A/T,Pearl,1,"KSh 3,631,000",2829000,0%,0.04M,66000,M Pesa,Completed,Delivered,3.4,45,Not Returned,3676000
LCL-1237,16/12/2025,11/04/2026,Mercy Muthoni,National Govt,41,Nyanza,Kisumu,Kisumu,Kisumu Yard,DANIEL KIMANI,Watsapp,Subaru,Forester,SUV,2020,Diesel,Automatic,Silver,1,0,"KSh3,054,000",0.05,54000,63000,cash,Completed,In Transit,3.2,20,,"KES 3,648,800"
CAR1238,45954,N/A,Mary Maina,NGO,28,Rift Valley,nakuru,Nakuru,Nakuru Yard,faith achieng,facebook,Benz,C200,SEDAN,2015,diesel,at,Red,1,5736000,"4,678,000",2%,72000,0.08M,CASH,complete,DELAYED,2.4 out of 5,1,Returned,"KSh 5,693,280"
LCL-1239,14-May-26,01/06/2026,Grace Nyambura,GOVERNMENT,30,Eastrn,MACHAKOS,Athi River,Athi River Yard,grace njeri,WALK IN,Mazda,Demio,HATCHBACK,2021,pms,A/T,RED,1,1269000,1085000,0.2,"KSh 57,000",68000,Cheque,Paid,at yard,4.7 out of 5,34,Returned,1072200
LC1240,"May 30, 2026",16-Jun-26,Grace Njeri,N.G.O,46,nyanza,Kisumu,KISUMU,Kisumu Yard,aisha,Website,mazda,ATENZA,Sedan,,petrol,AUTOMATIC,Silver,2,2597000,2102000,3%,"KSh 142,000","KSh165,000",LOAN,REFUND,Delayed,3.2 out of 5,1,Returned,0
LC1241,45946,45976,Victor Kiptoo,Government,66,Riftvalley,Uasin-Gishu,Eldoret,ELDORET YARD,Grace Njeri,Phone Call,BMW,320i,SEDAN,2019,Hybrid,automatic,gre,1,"KSh4,279,000","3,511,000",0.07,"31,000","KSh42,000",cheque,CANCELLED,Cancelled,3.6 out of 5,12,Returned,missing
