record_id,student_id,student_full_name,gender,date_of_birth,admission_date,grade_level,class_stream,school_id,school_name,school_type,school_subcounty,school_county,school_region,school_country,student_subcounty,student_county,student_region,student_country,teacher_id,teacher_name,teacher_gender,teacher_subject_specialty,teacher_subcounty,teacher_county,teacher_region,teacher_country,subject_id,subject_name,term,academic_year,assessment_type,score,attendance_rate_pct,fee_balance_kes,scholarship_status,learning_mode,student_age corrected
EDU-0093,STU-1093,Peter Nekesa Omondi,M,"Monday, 10 June 2013","Monday, 18 April 2022",7,Grade 8A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Project,45,0.8,0,No,Hybrid,9
EDU-0094,STU-1094,Christine Mburu Oduor,M,"Sunday, 9 March 2014","Saturday, 16 July 2022",8,Grade 7B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 1,44,0.92,0,No,Boarding,8
EDU-0095,STU-1095,Samuel Nduta Wanjala,M,"Saturday, 8 February 2014","Monday, 27 June 2022",7,Grade 7B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Athi River,Machakos,Eastern,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 2,50,0.94,2500,No,Boarding,8
EDU-0099,STU-1099,Linda Muthoni Macharia,M,"Thursday, 23 February 2012","Friday, 3 June 2022",7,Grade 7B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Mid Term,80,0.74,5000,No,Hybrid,10
EDU-0100,STU-1100,Mary Cherono Cheruiyot,M,"Thursday, 30 May 2013","Saturday, 28 October 2023",9,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Langata,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,59,0.56,15000,No,Day,10
EDU-0116,STU-1116,Naomi Omondi Kipsang,M,"Thursday, 12 April 2012","Saturday, 24 February 2024",8,Grade 7B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,End Term,56,0.77,1200,No,Day,12
EDU-0117,STU-1117,Hassan Wanjala Muli,M,"Saturday, 17 November 2012","Wednesday, 30 March 2022",8,Grade 9B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,67,0.91,5000,No,Boarding,9
EDU-0126,STU-1126,Joseph Makena Kiprono,M,"Saturday, 12 March 2011","Thursday, 23 February 2023",7,Grade 9B,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Westlands,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Project,34,0.59,0,No,Hybrid,12
EDU-0129,STU-1129,Faith Cherono Ali,M,"Friday, 2 May 2014","Monday, 25 March 2024",7,Grade 9B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Lurambi,Kakamega,Western,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Project,39,0.8,7500,No,Boarding,10
EDU-0130,STU-1130,Peter Chebet Duale,M,"Monday, 28 May 2012","Saturday, 8 June 2024",8,Grade 9B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Westlands,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,End Term,51,0.68,7500,No,Boarding,12
EDU-0131,STU-1131,Ezra Makena Oduor,M,"Wednesday, 25 September 2013","Thursday, 22 February 2024",9,Grade 9B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,82,0.55,7500,No,Hybrid,10
EDU-0134,STU-1134,Clinton Maina Cheruiyot,M,"Thursday, 1 November 2012","Monday, 24 June 2024",8,Grade 8B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,52,0.61,7500,No,Day,12
EDU-0135,STU-1135,Brian Odhiambo Lagat,M,"Saturday, 1 March 2014","Tuesday, 18 July 2023",7,Grade 8A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 2,49,0.65,1200,No,Day,9
EDU-0136,STU-1136,Lians Mbugua Onyango,M,"Thursday, 16 July 2015","Thursday, 29 February 2024",9,Grade 8A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Project,0,0.82,0,No,Boarding,9
EDU-0139,STU-1139,Esther Jepchirchir Njeri,M,"Sunday, 16 September 2012","Thursday, 10 August 2023",9,Grade 9B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Thika Town,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Practical,22,0.82,15000,No,Boarding,11
EDU-0143,STU-1143,Victor Njoki Kimutai,M,"Thursday, 27 November 2014","Tuesday, 12 September 2023",7,Grade 9A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Mvita,Mombasa,Coast,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,70,0.84,1200,No,Boarding,9
EDU-0144,STU-1144,Abdi Cherono Mutiso,M,"Tuesday, 31 March 2015","Thursday, 10 February 2022",9,Grade 9A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,30,0.82,1200,No,Day,7
EDU-0148,STU-1148,Anthony Kariuki Korir,M,"Monday, 12 January 2015","Saturday, 17 June 2023",7,Grade 7B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Lurambi,Kakamega,Western,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Practical,106,0.9,1200,No,Boarding,8
EDU-0155,STU-1155,John Koech Ali,M,"Wednesday, 26 May 2010","Wednesday, 7 December 2022",9,Grade 9A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,77,0.8,2500,No,Boarding,13
EDU-0161,STU-1161,Leonard Naliaka Cheruiyot,M,"Tuesday, 3 August 2010","Monday, 13 May 2024",9,Grade 7B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,96,0.8,2500,No,Hybrid,14
EDU-0163,STU-1163,Samuel Makena Cheruiyot,M,"Wednesday, 19 January 2011","Friday, 21 October 2022",8,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,24,0.7,5000,No,Day,12
EDU-0165,STU-1165,Gladys Mutua Musyoka,M,"Friday, 23 April 2010","Saturday, 13 July 2024",8,Grade 9B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Langata,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,62,0.8,7500,No,Boarding,14
EDU-0169,STU-1169,Sharon Mburu Bett,M,"Sunday, 18 July 2010","Saturday, 31 December 2022",9,Grade 7A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 1,30,0.81,7500,No,Day,12
EDU-0171,STU-1171,Samuel Odhiambo Barasa,M,"Friday, 24 September 2010","Monday, 11 July 2022",8,Grade 7A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Lurambi,Kakamega,Western,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,87,0.58,2500,No,Boarding,12
EDU-0174,STU-1174,Agnes Kilonzo Barasa,M,"Thursday, 23 May 2013","Thursday, 25 July 2024",8,Grade 9A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,56,0.73,0,No,Boarding,11
EDU-0176,STU-1176,Daisy Auma Kiplimo,M,"Thursday, 10 July 2014","Friday, 26 April 2024",8,Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,44,0.61,0,No,Day,10
EDU-0183,STU-1183,Daniel Auma Chege,M,"Thursday, 1 November 2012","Wednesday, 1 June 2022",9,Grade 8B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,68,0.86,7500,No,Hybrid,10
EDU-0186,STU-1186,Mercy Moraa Ali,M,"Tuesday, 19 May 2015","Thursday, 27 June 2024",9,Grade 9A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,92,0.8,5000,No,Boarding,9
EDU-0188,STU-1188,Faith Makena Were,M,"Monday, 27 July 2015","Tuesday, 5 December 2023",9,Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Langata,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,End Term,31,0.75,5000,No,Day,8
EDU-0189,STU-1189,Irene Mburu Omondi,M,"Friday, 17 January 2014","Saturday, 9 September 2023",8,Grade 7A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Mid Term,60,0.59,15000,No,Boarding,10
EDU-0192,STU-1192,Kevin Makena Mohamed,M,"Thursday, 23 July 2015","Tuesday, 21 May 2024",8,Grade 7A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Ruiru,Kiambu,Central,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,30,0.58,1200,No,Day,9
EDU-0194,STU-1194,Nelly Wafula Korir,M,"Saturday, 18 May 2013","Monday, 15 July 2024",9,Grade 7B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Lurambi,Nairobi,Western,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Project,70,0.57,7500,No,Hybrid,11
EDU-0197,STU-1197,Gladys Jepchirchir Muthama,M,"Wednesday, 21 May 2014","Friday, 7 June 2024",8,Grade 9B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,90,0.72,2500,No,Boarding,10
EDU-0198,STU-1198,Gladys Kiplagat Wario,M,"Monday, 9 August 2010","Monday, 30 September 2024",9,Grade 7B,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Athi River,Machakos,Eastern,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,84,0.59,2500,No,Boarding,14
EDU-0204,STU-1204,Abdi Barasa Mbugua,M,"Sunday, 14 October 2012","Sunday, 30 January 2022",7,Grade 8A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Mvita,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,0,0.67,5000,No,Day,9
EDU-0209,STU-1209,Caroline Kilonzo Mwangi,M,"Wednesday, 12 March 2014","Wednesday, 6 September 2023",8,Grade 7B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,53,0.68,1200,No,Day,9
EDU-0211,STU-1211,Allan Barasa Kamau,M,"Wednesday, 4 April 2012","Tuesday, 26 April 2022",8,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,78,0.68,5000,No,Day,10
EDU-0214,STU-1214,Collins Odhiambo Njuguna,M,"Sunday, 20 March 2011","Monday, 18 September 2023",7,Grade 7B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Westlands,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 2,58,0.93,7500,No,Boarding,13
EDU-0217,STU-1217,David Muthoni Korir,M,"Sunday, 5 January 2014","Friday, 25 March 2022",8,Grade 8A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Athi River,Machakos,Eastern,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Project,25,0.8,15000,No,Hybrid,8
EDU-0219,STU-1219,Collins Omondi Muthama,M,"Monday, 2 April 2012","Wednesday, 15 November 2023",8,Grade 7B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,87,0.79,15000,No,Day,12
EDU-0220,STU-1220,Herbert Wanjiru Cheruiyot,M,"Monday, 30 May 2011","Monday, 20 March 2023",8,Grade 9A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Practical,23,0.86,0,No,Day,12
EDU-0223,STU-1223,Purity Jepchirchir Mburu,M,"Tuesday, 6 August 2013","Monday, 12 September 2022",8,Grade 8A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Thika Town,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,68,0.88,5000,No,Boarding,9
EDU-0224,STU-1224,Edna Omondi Maiyo,M,"Sunday, 18 November 2012","Wednesday, 29 June 2022",9,Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,74,0.89,1200,No,Day,10
EDU-0225,STU-1225,Ezra Nekesa Awino,M,"Tuesday, 28 January 2014","Thursday, 25 July 2024",9,Grade 9B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 1,76,0.72,15000,No,Boarding,10
EDU-0229,STU-1229,Doreen Nyambura Mohamed,M,"Wednesday, 2 June 2010","Sunday, 16 January 2022",7,Grade 8A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Practical,32,0.65,2500,No,Hybrid,12
EDU-0230,STU-1230,Cynthia Makena Chege,M,"Thursday, 17 May 2012","Monday, 21 March 2022",8,Grade 8B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Project,58,0.8,0,No,Boarding,10
EDU-0233,STU-1233,Martin Cherono Njeri,M,"Thursday, 1 July 2010","Sunday, 30 October 2022",7,Grade 7A,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Westlands,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 2,91,0.84,0,No,Boarding,12
EDU-0234,STU-1234,Ruth Ochieng Bett,M,"Thursday, 19 August 2010","Friday, 29 April 2022",8,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Ruiru,Kiambu,Central,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,56,0.72,0,No,Hybrid,12
EDU-0237,STU-1237,Evans Wanjala Rono,M,"Friday, 17 July 2015","Tuesday, 17 October 2023",7,Grade 8B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Westlands,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,22,0.69,5000,No,Boarding,8
EDU-0252,STU-1252,Moureen Njoki Gichuru,M,"Monday, 5 July 2010","Thursday, 21 March 2024",8,Grade 9B,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Westlands,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,94,0.68,15000,No,Boarding,14
EDU-0254,STU-1254,Martin Ochieng Achieng,M,"Monday, 22 June 2015","Thursday, 4 January 2024",9,Grade 8B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,53,0.93,0,No,Day,9
EDU-0255,STU-1255,Sharon Njoroge Maalim,M,"Tuesday, 21 February 2012","Sunday, 18 August 2024",9,Grade 9A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Lurambi,Kakamega,Western,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Project,0,0.67,1200,No,Day,12
EDU-0263,STU-1263,Doreen Makena Wekesa,M,"Saturday, 23 May 2015","Wednesday, 16 February 2022",8,Grade 9A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Athi River,Machakos,Eastern,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,37,0.81,1200,No,Day,7
EDU-0266,STU-1266,Joy Jepchirchir Wario,M,"Wednesday, 20 March 2013","Sunday, 24 July 2022",9,Grade 8B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Cat 2,92,0.94,0,No,Day,9
EDU-0269,STU-1269,Stephen Nekesa Cheruiyot,M,"Tuesday, 2 February 2010","Friday, 8 September 2023",7,Grade 8B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Mvita,Mombasa,Coast,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,91,0.96,7500,No,Boarding,14
EDU-0273,STU-1273,Isaac Adhiambo Maiyo,M,"Thursday, 22 March 2012","Friday, 4 August 2023",8,Grade 8A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Project,56,0.88,2500,No,Hybrid,11
EDU-0279,STU-1279,Brian Cherono Kilonzo,M,"Tuesday, 4 October 2011","Thursday, 14 April 2022",7,Grade 7A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Westlands,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,87,0.8,7500,No,Hybrid,11
EDU-0281,STU-1281,Silas Kilonzo Mohamed,M,"Thursday, 4 December 2014","Monday, 20 February 2023",8,Grade 7A,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,94,0.93,1200,No,Day,8
EDU-0283,STU-1283,Christine Nyanchama Hussein,M,"Thursday, 17 October 2013","Tuesday, 21 March 2023",9,Grade 7B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,38,0.98,1200,No,Day,9
EDU-0287,STU-1287,Christine Jepchirchir Bwire,M,"Monday, 25 August 2014","Monday, 9 January 2023",8,Grade 9B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,4,0.62,0,No,Day,8
EDU-0290,STU-1290,Mercy Wafula Bwire,M,"Saturday, 13 September 2014","Saturday, 23 March 2024",9,Grade 8A,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,56,0.98,0,No,Boarding,10
EDU-0291,STU-1291,Peter Naliaka Nyongesa,M,"Tuesday, 7 June 2011","Sunday, 22 October 2023",9,Grade 8B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,76,0.74,1200,No,Boarding,12
EDU-0292,STU-1292,Leonard Nekesa Achieng,M,"Saturday, 16 October 2010","Thursday, 8 June 2023",9,Grade 7A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Mvita,Mombasa,Coast,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 1,28,0.91,2500,No,Hybrid,13
EDU-0297,STU-1297,Elijah Akinyi Abdi,M,"Friday, 24 June 2011","Friday, 20 September 2024",8,Grade 7B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Lurambi,Kakamega,Western,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,91,0.69,2500,No,Day,13
EDU-0299,STU-1299,Stephen Ochieng Onyango,M,"Saturday, 9 May 2015","Wednesday, 29 November 2023",8,Grade 9A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,40,0.8,1200,No,Hybrid,9
