Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount %,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded,Order IDs,Order Date Clean,Delivery Date Clean
Victor Kiptoo,Ngo,58,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mercy Atieno,Corporate Tender,Mitsubishi,Outlander,Suv,2016,Diesel,A/T,Red,1,"2,971,000","2,589,000",0,"146,000",,Wire Transfer,Paid,Delivered,3.1,0,Returned,"2,760,480",CAR1131,,"Wednesday, 9 July 2025"
Mercy Ochieng,Government,59,Western,Kakamega,Kakamega,Kakamega Yard,Grace Njeri,Website,Nissan,Navara,Pickup,2017,Gasoline,Manual,Black,1,"4,654,000","4,089,000",0,"134,000","184,000",Bankers Cheque,Refunded,Delivered,4.6,2,Not Returned,0,CAR1049,"Tuesday, 9 September 2025","Sunday, 14 September 2025"
Kevin Wanjiku,Ngo,62,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Daniel Kimani,Instagram,Mercedes,E250,Saloon,2015,Petrol,Automatic,Black,1,"7,019,000","6,005,000",0,"145,000","175,000",Cash,Paid,Cancelled,2.4,41,Returned,,LCL1221,"Friday, 5 December 2025","Sunday, 14 December 2025"
Kevin Mwangi,Individual,63,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Kevin Mwangi,Walk In,Toyota,Lc200,Suv,2023,Petrol,A/T,Green,1,"13,290,000","10,535,000",0,0,,M-Pesa,Pending,In Transit,3.5,29,Not Returned,"11,794,600",LCL1017,"Wednesday, 12 February 2025","Saturday, 15 February 2025"
Daniel Achieng,Retail,63,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,Whatsapp,Honda,Fit,Hatchback,2026,Petrol,M/T,Silver,1,"1,337,000","1,123,000",0,"36,000","78,000",Bankers Cheque,Pending,Delivered,2.5,23,Returned,"1,332,890",LCL1056,"Saturday, 25 January 2025","Monday, 2 June 2025"
Aisha Mutua,Corporate,64,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Brian Otieno,Website,Toyota,Harrier,Suv,2021,Petrol,A/T,Grey,1,"4,904,000","4,288,000",0,"59,000","74,000",Bankers Cheque,Completed,Delivered,1,6,Returned,"4,374,520",ORD1103,"Sunday, 4 October 2026","Thursday, 30 April 2026"
John Otieno,Ngo,64,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Facebook,Mitsubishi,Pajero,Suv,2021,Hybrid,Automatic,Pearl,1,"5,553,000","4,970,000",0,"84,000","99,000",Bank Transfer,Refunded,Delivered,2.6,10,Returned,"5,359,350",LC1150,"Thursday, 20 March 2025","Thursday, 17 April 2025"
Samuel Mutua,Individual,64,Nairobi,Nairobi,Nairobi,Nairobi Yard,Grace Njeri,Whatsapp,Mitsubishi,Pajero,Suv,2023,Hybrid,Automatic,Blue,1,"4,783,000","4,203,000",0,"75,000",,Cash,Paid,Delivered,4.4,42,Not Returned,"4,762,340",ORD1004,"Tuesday, 17 March 2026","Friday, 20 March 2026"
Unknown,Ngo,65,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Aisha Mohamed,Walk In,Mazda,Demio,Hatchback,2020,Hybrid,A/T,Pearl,1,"1,183,000","931,000",15,"18,000","54,000",Asset Financing,Partially Paid,Delivered,3.3,2,Not Returned,"570,925",LC1260,"Monday, 13 April 2026","Monday, 22 September 2025"
John Mutua,Corporate,68,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Samuel Mutua,Website,Mitsubishi,Canter,Truck,2025,Petrol,A/T,Black,1,"3,561,000","3,218,000",0,"164,000","233,000",Bankers Cheque,Cancelled,Delivered,2.8,25,Returned,"-3,368,900",ORD1155,"Friday, 28 March 2025","Wednesday, 16 April 2025"
Kevin Nyambura,Corporate,,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Mercy Atieno,Whatsapp,Subaru,Impreza,Sedan,2020,Gasoline,Manual,Black,1,"1,871,000","1,538,000",1,"25,000","52,000",Asset Financing,Paid,Delivered,5,3,Returned,"480,250",CAR1028,"Tuesday, 6 January 2026","Monday, 2 February 2026"
Brian Ochieng,Corporate,,Eastern,Machakos,Athi River,Athi River Yard,Daniel Kimani,Walk In,Toyota,Harrier,Suv,2026,Diesel,Automatic,Silver,2,"4,225,000",,0,"118,000","130,000",Cash,Paid,In Transit,4.6,5,Returned,"7,976,499",LC1042,"Tuesday, 11 March 2025",
N/A,Corporate,,Central,Kiambu,Thika,Thika Yard,Faith Achieng,Phone Call,Toyota,Land Cruiser,Suv,2022,Petrol,Automatic,Green,2,"13,695,000","12,337,000",0,"86,000","137,000",M-Pesa,Paid,Delivered,3.5,36,Returned,"23,367,500",CAR1026,"Friday, 17 October 2025","Thursday, 30 October 2025"
James Mohamed,Government,,Coast,Mombasa,Mombasa,Mombasa Port Yard,Aisha Mohamed,Instagram,Nissan,Xtrail,Suv,2016,Gasoline,A/T,Grey,2,"3,019,000","2,414,000",0,"40,000","63,000",M-Pesa,Partially Paid,Delayed,3.5,14,Not Returned,"4,655,070",LCL1121,"Wednesday, 15 October 2025","Friday, 14 November 2025"
Brian Kariuki,Corporate,,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Aisha Mohamed,Referral,Mercedes,E250,Sedan,2016,Petrol,Automatic,White,3,"6,140,000","4,722,000",,"109,000","123,000",Cash,Paid,Delivered,3.3,21,Not Returned,"6,249,000",ORD1269,"Thursday, 30 April 2026","Wednesday, 22 April 2026"
Mercy Muthoni,Car Dealer,,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Peter Kiptoo,Instagram,Toyota,Harrier,Suv,2022,Petrol,A/T,Blue,7,"5,102,000","4,109,000",0,"104,000","119,000",M-Pesa,Pending,Delivered,2.7,3,Returned,"35,818,000",CAR1259,"Friday, 2 May 2025","Wednesday, 7 May 2025"
Aisha Kariuki,Corporate,,Eastern,Machakos,Athi River,Athi River Yard,Faith Achieng,Referral,Mitsubishi,Canter,Truck,2026,Petrol,Automatic,White,3,"3,956,000","3,277,000",0,"168,000","185,000",Cash,Partially Paid,Delivered,3.3,37,Not Returned,"4,044,880",LCL1172,"Saturday, 28 February 2026","Friday, 10 April 2026"
Faith Njeri,Ngo,,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Samuel Mutua,Facebook,Honda,Vezel,Crossover,2017,Diesel,Automatic,Green,2,"3,017,000","2,683,000",,"30,000","57,000",Bankers Cheque,Deposit Paid,Delivered,4.9,8,Not Returned,,LCL1270,"Tuesday, 29 April 2025","Wednesday, 30 April 2025"
Kevin Ochieng,Government,,Nairobi,Nairobi,Nairobi,Nairobi Yard,Faith Achieng,Walk In,Volkswagen,Tiguan,Suv,2025,Petrol,Manual,Grey,3,"47,050,000","3,707,000",0,"38,000","62,000",Bank Transfer,Paid,Delivered,2.7,44,Not Returned,"-12,741,500",LCL1094,"Monday, 21 April 2025","Tuesday, 13 May 2025"
Carol Njeri,Government,,Coast,Mombasa,Mombasa,Mombasa Port Yard,Brian Otieno,Website,Toyota,Land Cruiser,Suv,2015,Gasoline,Automatic,White,2,"12,378,000","9,527,000",0,"113,000","146,000",M-Pesa,Partially Paid,In Transit,3.4,21,Not Returned,"24,126,320",CAR1101,"Tuesday, 21 April 2026","Thursday, 14 May 2026"
Null,County Government,,Western,Kakamega,Kakamega,Kakamega Yard,Brian Otieno,Website,Honda,Fit,Hatchback,2020,Petrol,Automatic,Blue,7,"1,242,000","1,010,000",,"155,000","210,000",Cash,Partially Paid,Delivered,3.7,44,Returned,"8,588,180",ORD1029,"Wednesday, 27 May 2026","Saturday, 6 June 2026"
Grace Wanjiku,Government,,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Faith Achieng,Referral,Honda,Vezel,Crossover,2026,Petrol,M/T,Red,2,"2,372,000","1,998,000",0,"153,000","100,000",Bank Transfer,Paid,At The Yard,3.5,20,Returned,"4,802,120",ORD1092,"Wednesday, 5 November 2025","Sunday, 30 November 2025"
Victor Ochieng,Car Dealer,,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,Website,Honda,Vezel,Crossover,2021,Diesel,Automatic,White,4,"2,635,000","2,265,000",,"74,000","111,000",Asset Financing,Paid,Delivered,3.8,11,Not Returned,"9,033,000",LCL1185,"Tuesday, 7 October 2025","Monday, 13 October 2025"
Brian Kimani,Government,,Western,Kakamega,Kakamega,Kakamega Yard,Grace Njeri,Corporate Tender,Subaru,Subaru,Crossover,2023,Petrol,Automatic,Red,4,"2,637,000",,0,0,"37,000",M-Pesa,Completed,At The Yard,5,22,Not Returned,"-10,079,600",LCL1014,"Monday, 21 April 2025","Monday, 19 May 2025"
Mary Mutua,Corporate,22,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Samuel Mutua,Corporate Tender,Isuzu,N-Series,Truck,2016,Petrol,Manual,Pearl,2,"5,963,000","5,364,000",0,"34,000",,Cash,Cancel,Cancelled,2.1,23,Not Returned,0,LCL1266,"Sunday, 27 April 2025","Saturday, 5 April 2025"
Mercy Achieng,Individual,22,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Daniel Kimani,Website,Toyota,Harrier,Suv,2018,Petrol,Automatic,Grey,2,"4,665,000","3,928,000",10,"74,000","102,000",Asset Financing,Cancelled,Cancelled,1,29,Not Returned,"-5,205,500",LCL1071,"Friday, 4 July 2025","Monday, 13 April 2026"
Winnie Kiptoo,Ngo,22,Central,Kiambu,Thika,Thika Yard,Faith Achieng,Facebook,Mercedes,E250,Saloon,2020,Diesel,Manual,Grey,2,"6,770,000","5,980,000",0,"174,000","207,000",Cash,Partially Paid,Delayed,3.8,17,Not Returned,"12,766,200",ORD1008,"Friday, 21 February 2025","Sunday, 5 October 2025"
Joy Chebet,Company,22,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Brian Otieno,Referral,Honda,Fit,Hatchback,2018,Petrol,Automatic,Red,5,"1,275,000","1,105,000",,"42,000","58,000",M-Pesa,Partially Paid,Delivered,3.5,8,Returned,"5,779,500",LCL1173,,"Sunday, 17 May 2026"
Aisha Mugambi,Government,23,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Daniel Kimani,Instagram,Volkswagen,Golf,Hatchback,2021,Petrol,Automatic,Blue,4,"1,970,000",,0,"80,000","111,000",Bankers Cheque,Paid,Delivered,4.7,9,Not Returned,"7,014,400",CAR1070,"Friday, 11 July 2025","Wednesday, 23 July 2025"
Hassan Mwangi,Government,23,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Kevin Mwangi,Website,Mazda,Atenza,Sedan,2023,Petrol,Automatic,Blue,5,"2,565,000","2,330,000",,"170,000","191,000",Bank Transfer,Awaiting Payment,In Transit,4.3,2,Returned,"14,282,500",ORD1114,"Sunday, 19 October 2025","Saturday, 15 November 2025"
Joy Kariuki,Unknown,24,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,Whatsapp,Honda,Fit,Hatchback,2026,Diesel,A/T,Black,2,,"978,000",0,"39,000","42,000",M-Pesa,Paid,At The Yard,,22,Returned,"1,213,570",LCL1022,"Saturday, 8 March 2025","Thursday, 28 August 2025"
Grace Maina,Government,24,Western,Kakamega,Kakamega,Kakamega Yard,Kevin Mwangi,Instagram,Honda,Fit,Hatchback,2020,Gasoline,Automatic,Green,2,,"1,126,000",10,"116,000","180,000",Bank Transfer,Paid,Delivered,2.2,,Not Returned,"2,411,000",LCL1140,"Monday, 8 September 2025","Friday, 5 September 2025"
Faith Nyambura,Car Dealer,25,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Referral,Toyota,Prado Tx,Suv,2016,Diesel,Automatic,White,1,"7,911,000","6,248,000",10,49000,"96,000",Cash,Partially Paid,Delivered,2,28,Returned,,LCL1255,"Friday, 21 March 2025","Tuesday, 4 February 2025"
Victor Mwangi,Government,25,Coast,Mombasa,Mombasa,Mombasa Port Yard,Kevin Mwangi,Instagram,Honda,CrV,Suv,2025,Petrol,Automatic,Red,2,"3,850,000","3,034,000",0,"125,000","142,000",Cash,Paid,Delayed,4.5,13,Not Returned,"3,832,560",LCL1129,"Saturday, 28 February 2026","Tuesday, 10 March 2026"
James Kiptoo,Government,25,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mercy Atieno,Whatsapp,Honda,Fit,Hatchback,2026,Gasoline,Automatic,Green,3,"1,441,000","1,246,000",5,"29,000","36,000",M-Pesa,Paid,Delivered,4.3,8,Not Returned,"4,135,850",LCL1031,"Monday, 26 January 2026","Wednesday, 28 January 2026"
Faith Mwangi,Government,26,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Faith Achieng,Phone Call,Mazda,Axela,Sedan,2026,Hybrid,Automatic,Silver,2,"2,014,000","1,573,000",0,"60,000","50,000",Bankers Cheque,Cancelled,Cancelled,,12,Not Returned,0,LC1149,"Tuesday, 10 March 2026","Sunday, 8 March 2026"
Aisha Mohamed,Corporate,27,Nairobi,Nairobi,Nairobi,Nairobi Yard,Aisha Mohamed,Corporate Tender,Toyota,Hillux,Pickup,2020,Diesel,Automatic,Pearl,3,"5,527,000","4,841,000",12,"138,000","159,000",Cash,Paid,In Transit,5,13,Not Returned,"16,202,208",LCL1203,"Monday, 16 February 2026","Tuesday, 17 March 2026"
Mary Mutua,Government,27,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Brian Otieno,Corporate Tender,Isuzu,Dmax,Pickup,2023,Petrol,Automatic,Pearl,4,"4,625,000","3,590,000",0,"134,000","182,000",Bankers Cheque,Paid,Delivered,3.6,45,Returned,"17,709,000",CAR1207,"Saturday, 17 January 2026","Sunday, 8 February 2026"
Peter Ochieng,Corporate,27,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Samuel Mutua,Walk In,Mazda,Atenza,Sedan,2015,Diesel,Manual,Grey,5,"2,660,000","2,241,000",0,"141,000","137,000",Wire Transfer,Part Paid,At The Yard,3.2,36,Not Returned,"12,776,000",LC1200,"Thursday, 30 April 2026",
Carol Mwangi,Company,27,Western,Kakamega,Kakamega,Kakamega Yard,Samuel Mutua,Phone Call,Isuzu,Dmax,Pickup,2023,Petrol,Automatic,Green,3,"4,200,000","3,456,000",0,"112,000","148,000",Cash,Pending,Delivered,4.6,1,Returned,"12,073,450",LC1005,"Friday, 17 January 2025","Monday, 10 February 2025"
Mary Achieng,Corporate,27,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Phone Call,Nissan,Note,Hatchback,2016,Petrol,Automatic,Blue,5,"1,375,000","1,203,000",5,,"89,000",Bank Transfer,Paid,In Transit,2.5,41,Returned,"6,595,250",CAR1086,"Saturday, 31 January 2026","Monday, 2 November 2026"
Winnie Mohamed,Car Dealer,28,Western,Kakamega,Kakamega,Kakamega Yard,Kevin Mwangi,Facebook,Subaru,Outback,Wagon,2019,Diesel,Automatic,Red,2,"4,059,000","3,300,000",0,"33,000","83,000",Asset Financing,Complete,Delayed,4.8,23,Returned,"7,176,840",ORD1069,"Saturday, 21 February 2026","Friday, 6 March 2026"
Kevin Wafula,Corporate,28,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Facebook,Mercedes,C200,Sedan,2017,Diesel,A/T,Blue,7,"5,660,000","4,983,000",0,"79,000","104,000",Bankers Cheque,Awaiting Payment,Delivered,2.6,43,Returned,"38,510,400",LCL1242,"Monday, 6 April 2026","Saturday, 4 April 2026"
N/A,Individual,29,Western,Kakamega,Kakamega,Kakamega Yard,Daniel Kimani,Referral,Mazda,Cx5,Suv,2019,Petrol,Automatic,Blue,4,"3,551,000","2,814,000",0,,"101,000",Wire Transfer,Pending,At The Yard,4.6,33,Not Returned,"11,476,200",CAR1197,"Monday, 28 April 2025","Sunday, 25 May 2025"
Kevin Mohamed,Ngo,29,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Mercy Atieno,Referral,Mazda,Cx5,Suv,2025,Petrol,A/T,Grey,3,"3,673,000","3,088,000",0,"105,000","110,000",Bank Transfer,Paid,Delayed,4,21,Not Returned,"3,667,810",LC1271,"Thursday, 4 June 2026","Wednesday, 6 May 2026"
Aisha Achieng,Government,29,Central,Kiambu,Thika,Thika Yard,Samuel Mutua,Phone Call,Toyota,Hiace,Van,2019,Petrol,Automatic,Blue,,"4,332,000","3,484,000",1,"62,000","71,000",Bankers Cheque,Paid,Delivered,3.6,23,Not Returned,"2,230,000",CAR1084,"Thursday, 13 March 2025","Tuesday, 1 April 2025"
Joseph Maina,Individual,31,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary Wanjiku,Referral,Toyota,Harrier,Suv,2023,Gasoline,Automatic,Blue,2,"4,117,000","3,198,000",0,"69,000","67,000",Cash,Complete,In Transit,2.8,37,Returned,"-7,479,600",CAR1160,"Wednesday, 8 January 2025","Friday, 29 August 2025"
Naomi Maina,Government,33,Central,Kiambu,Thika,Thika Yard,Peter Kiptoo,Facebook,Toyota,Fielder,Wagon,2018,Petrol,Automatic,Green,3,"1,952,000","1,605,000",0,"82,000","104,000",Cash,Paid,In Transit,2.1,19,Not Returned,"5,528,080",ORD1214,"Friday, 12 December 2025","Friday, 26 December 2025"
Mary Mwangi,Car Dealer,33,Eastern,Machakos,Athi River,Athi River Yard,Faith Achieng,Corporate Tender,Nissan,Xtrail,Suv,2022,Petrol,Automatic,White,2,"3,524,000","3,117,000",,"32,000","62,000",Bank Transfer,Paid,Delayed,3.5,24,Not Returned,"7,080,000",ORD1060,,"Thursday, 25 June 2026"
Brian Mohamed,Individual,35,Central,Kiambu,Thika,Thika Yard,Faith Achieng,Corporate Tender,Nissan,Navara,Pickup,2017,Petrol,M/T,White,2,"4,388,000","3,778,000",0,"162,000","159,000",Cash,Pending,In Transit,4.6,8,Returned,"8,499,200",ORD1110,"Tuesday, 10 June 2025","Friday, 4 July 2025"
Victor Muthoni,Car Dealer,35,Eastern,Machakos,Athi River,Athi River Yard,Peter Kiptoo,Phone Call,Toyota,Hillux,Pickup,2017,Petrol,Automatic,Silver,4,"5,601,000","4,957,000",2,"116,000","177,000",Bank Transfer,Completed,Delivered,3.1,22,Not Returned,"22,070,000",CAR1219,"Wednesday, 21 May 2025","Friday, 9 May 2025"
Faith Achieng,Retail,36,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Faith Achieng,Facebook,Mitsubishi,Pajero,Suv,2021,Diesel,Automatic,Grey,2,"4,529,000","3,848,000",0,"50,000","34,000",Bank Transfer,Partial,Delivered,4.4,38,Returned,"8,926,840",CAR1044,"Friday, 15 August 2025","Monday, 9 June 2025"
James Mutua,Car Dealer,37,Western,Kakamega,Kakamega,Kakamega Yard,Mercy Atieno,Referral,Mazda,Cx5,Suv,2018,Petrol,Automatic,Black,8,"3,866,000","3,251,000",0,"41,000","60,000",Bank Transfer,Part Paid,Cancelled,2.7,6,Not Returned,"24,780,000",LCL1195,"Thursday, 1 May 2025","Monday, 13 January 2025"
Grace Achieng,Ngo,37,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Faith Achieng,Facebook,Toyota,Land Cruiser,Suv,2021,Petrol,Automatic,Blue,2,"7,763,000","6,904,000",0,"121,000","176,000",Bankers Cheque,Paid,Delivered,2.1,41,Not Returned,"14,870,700",ORD1142,"Saturday, 6 June 2026","Tuesday, 6 October 2026"
James Otieno,Car Dealer,38,Central,Kiambu,Thika,Thika Yard,Aisha Mohamed,Referral,Toyota,Corolla,Sedan,2017,Gasoline,Automatic,Black,,"1,778,000","1,447,000",0,"22,000",,Asset Financing,Paid,Cancelled,4.8,10,Not Returned,"5,360,000",LCL1077,"Tuesday, 25 November 2025","Monday, 15 December 2025"
Victor Kiptoo,Ngo,42,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Aisha Mohamed,Phone Call,Mazda,Demio,Hatchback,2025,Petrol,Automatic,Blue,3,"1,050,000","917,000",0,"157,000","122,000",Asset Financing,Deposit Paid,Delivered,4.9,35,Not Returned,"2,965,500",ORD1041,"Tuesday, 7 January 2025","Monday, 27 January 2025"
Kevin Maina,Car Dealer,44,Western,Kakamega,Kakamega,Kakamega Yard,Aisha Mohamed,Whatsapp,Volkswagen,Golf,Hatchback,2026,Gasoline,Manual,Pearl,2,"2,084,000","1,736,000",1,"20,000","42,000",Wire Transfer,Cancelled,Cancelled,,18,Not Returned,"-1,627,199",LCL1007,"Tuesday, 14 January 2025","Sunday, 19 January 2025"
Daniel Achieng,Car Dealer,44,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,Instagram,Honda,Fit,Hatchback,2023,Petrol,Manual,Red,0,"1,424,000","1,219,000",0,"149,000","171,000",Cash,Paid,Delivered,4.7,18,Not Returned,"5,845,000",CAR1057,"Tuesday, 11 February 2025","Thursday, 13 February 2025"
Mercy Kariuki,Corporate,44,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Kevin Mwangi,Instagram,Toyota,Prado Tx,Suv,2026,Petrol,Automatic,Blue,2,"7,948,000","6,126,000",0,"87,000",,Bankers Cheque,Pending,Delivered,2.4,41,Returned,"14,870,000",LCL1274,"Wednesday, 27 May 2026","Tuesday, 23 June 2026"
Grace Nyambura,Government,44,Central,Kiambu,Thika,Thika Yard,Mary Wanjiku,Phone Call,Mazda,Axela,Sedan,2021,Diesel,Automatic,Black,3,"1,621,000","1,329,000",0,"138,000","122,000",Asset Financing,Paid,Delivered,2.7,36,Not Returned,"4,417,440",CAR1134,"Saturday, 17 May 2025",
Kevin Kariuki,Ngo,44,Coast,Mombasa,Mombasa,Mombasa Port Yard,Faith Achieng,Facebook,Toyota,Corolla,Saloon,2015,Petrol,Automatic,White,1,"1,691,000","1,452,000",,"169,000",,Asset Financing,Completed,Delivered,2.1,33,Not Returned,"1,780,000",ORD1113,"Friday, 10 January 2025","Saturday, 4 January 2025"
Kevin Ochieng,Car Dealer,45,Western,Kakamega,Kakamega,Kakamega Yard,Grace Njeri,Corporate Tender,Isuzu,N-Series,Truck,2020,Diesel,A/T,Pearl,3,"5,144,000","4,188,000",0,"97,000","113,000",Bankers Cheque,Cancelled,Cancelled,3.2,12,Not Returned,0,ORD1089,"Saturday, 10 January 2026","Wednesday, 4 February 2026"
Daniel Kiptoo,Ngo,46,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Mary Wanjiku,Website,Toyota,Land Cruiser,Suv,2019,Diesel,M/T,Grey,3,"7,374,000","5,896,000",0,"111,000","108,000",M-Pesa,Pending,Delivered,4,22,Not Returned,"18,914,700",ORD1034,"Sunday, 29 June 2025","Friday, 25 July 2025"
Hassan Ochieng,Individual,46,Coast,Mombasa,Mombasa,Mombasa Port Yard,Mary Wanjiku,Facebook,Mercedes,E250,Sedan,2017,Diesel,Automatic,Silver,3,"5,985,000","5,233,000",7,"51,000","90,000",Bankers Cheque,Paid,Delivered,2.5,15,Not Returned,"16,749,149",CAR1106,"Wednesday, 25 March 2026",
James Chebet,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,Instagram,Nissan,Navara,Pickup,2017,Diesel,Automatic,Grey,3,"4,724,000","3,868,000",,"39,000","50,000",M-Pesa,Completed,Delivered,4.5,8,Not Returned,"13,927,560",ORD1210,"Thursday, 7 August 2025","Friday, 7 March 2025"
Carol Maina,Corporate,46,Western,Kakamega,Kakamega,Kakamega Yard,Mary Wanjiku,Facebook,Toyota,Prado Tx,Suv,2016,Diesel,Automatic,Pearl,3,"6,708,000","5,566,000",0,"162,000","213,000",Asset Financing,Complete,At The Yard,4.5,17,Not Returned,"9,140,000",LCL1001,"Monday, 19 January 2026","Friday, 13 February 2026"
Grace Njeri,Ngo,46,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Aisha Mohamed,Website,Mazda,Atenza,Sedan,2017,Petrol,Automatic,Silver,2,"2,597,000","2,102,000",0,"142,000","165,000",Asset Financing,Refund,Delayed,3.2,1,Returned,0,LC1240,"Saturday, 30 May 2026","Tuesday, 16 June 2026"
Daniel Kariuki,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega Yard,Mercy Atieno,Corporate Tender,Toyota,Fielder,Wagon,2017,Petrol,Automatic,Pearl,4,"1,738,000","1,429,000",,"180,000","252,000",Bankers Cheque,Completed,Delivered,3.1,0,Not Returned,"6,644,360",LC1199,"Sunday, 16 November 2025","Friday, 28 November 2025"
Joy Kariuki,Government,47,Central,Kiambu,Thika,Thika Yard,Brian Otieno,Instagram,Mazda,Cx5,Suv,2025,Petrol,A/T,White,2,"3,667,000",,0,"109,000","155,000",Asset Financing,Partial,Delivered,2.6,4,Returned,"6,562,920",LC1073,"Sunday, 19 October 2025","Monday, 11 August 2025"
Winnie Maina,Car Dealer,47,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Website,Mazda,Cx5,Suv,2025,Diesel,A/T,Silver,4,"3,473,000","2,750,000",0,"25,000","42,000",M-Pesa,Paid,Delivered,3.1,6,Returned,"13,222,400",ORD1233,"Thursday, 30 October 2025","Tuesday, 4 November 2025"
Joseph Achieng,Car Dealer,47,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary Wanjiku,Phone Call,Toyota,Hiace,Van,2019,Hybrid,A/T,Black,2,"5,366,000","4,418,000",12,"123,000","168,000",Asset Financing,Cancelled,Cancelled,4.7,16,Not Returned,"9,567,160",LCL1128,"Thursday, 3 April 2025","Thursday, 4 December 2025"
Brian Mwangi,Car Dealer,47,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Grace Njeri,Walk In,Bmw,Bmw X5,Suv,2021,Diesel,A/T,White,3,"10,695,000","9,240,000",0,"43,000","42,000",Bank Transfer,Cancelled,Cancelled,4.2,9,Returned,0,LCL1013,"Thursday, 14 May 2026",
Peter Ochieng,Government,47,Coast,Mombasa,Mombasa,Mombasa Port Yard,Samuel Mutua,Instagram,Subaru,Forester,Suv,2017,Diesel,Automatic,Silver,3,"3,187,000","2,661,000",0,"34,000","44,000",Cash,Partially Paid,Delivered,3.1,24,Not Returned,"9,403,780",CAR1171,"Wednesday, 27 May 2026","Monday, 1 June 2026"
Carol Ochieng,Ngo,51,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Whatsapp,Mitsubishi,Pajero,Suv,2023,Hybrid,Automatic,Black,,"4,579,000","3,919,000",0,"138,000","189,000",Bank Transfer,Partially Paid,Delivered,2.6,4,Not Returned,"4,936,855",LCL1157,"Wednesday, 20 August 2025","Sunday, 31 August 2025"
Daniel Maina,Car Dealer,52,Eastern,Machakos,Athi River,Athi River Yard,Daniel Kimani,Instagram,Toyota,Prado Tx,Suv,2026,Petrol,Automatic,Grey,3,"6,996,000","5,362,000",,0,"48,000",Cash,Paid,Delivered,4.5,6,Not Returned,"18,931,200",ORD1247,"Thursday, 9 January 2025","Thursday, 30 January 2025"
Mary Otieno,Ngo,52,Central,Kiambu,Thika,Thika Yard,Brian Otieno,Phone Call,Mitsubishi,Outlander,Suv,2021,Diesel,Automatic,White,5,"3,336,000","3,031,000",15,"156,000","209,000",Bank Transfer,Pending,Delivered,3.4,11,Not Returned,"14,334,000",LCL1082,"Wednesday, 4 February 2026","Wednesday, 4 March 2026"
Peter Kimani,Ngo,53,Western,Kakamega,Kakamega,Kakamega Yard,Daniel Kimani,Whatsapp,Mazda,Demio,Hatchback,2017,Diesel,Automatic,White,3,"1,200,000","921,000",3,"90,000","153,000",Asset Financing,Partially Paid,Delivered,5,32,Not Returned,"3,582,000",LCL1059,"Friday, 3 January 2025","Friday, 24 January 2025"
