Employee ID,First Name,Last Name,Department,Salary,Hire Date,Age,Gender,Performance Score,Full-Time,Bonus,Marital Status,Education Level,Work Experience (Years),Employee Type,Office Location,Project Count,Last Promotion Year,Remote Work Status,Annual Training Hours,Manager Feedback Score
10331,Daisy,Sang,Sales,115782,2004-07-25 00:00:00,24,Male,8,No,6236.32,Single,Master's,20,Contract,Berlin,13,2016,Fully Remote,172,1.3
10332,Peter,Kariuki,Marketing,74859,2008-03-27 00:00:00,37,Male,9,YES,9933.73,Divorced,PhD,36,Permanent,San Francisco,12,2016,Hybrid,20,1.7
10333,,Were,IT,85786,2017-08-19 00:00:00,46,Female,6,Yes,9659.19,Married,Bachelor's,10,Contract,Berlin,4,2021,On-Site,8,3.4
10334,Ruth,Barasa,IT,81083,2008-09-29 00:00:00,thirty,Female,9,No,8377.15,Widowed,Associate's,3,Contract,Tokyo,16,2023,On-Site,14,3.4
10335,Zipporah,Chebet,Finance,70076,05-07-20,50,Male,4,Yes,3030.24,Married,PhD,21,Permanent,Tokyo,4,2022,N/A,183,1.2
10336,Rose,Barasa-Jr,Finance,50323,2010-05-03 00:00:00,61,Male,5,Yes,712.87,Divorced,Associate's,36,Intern,Nairobi,2,2019,On-Site,52,2.8
10337,Winnie,Kamau,Sales,36021,2006-09-12 00:00:00,47,Male,1,Yes,8418.65,Married,Bachelor's,10,Contract,Tokyo,8,2020,Fully Remote,24,3.1
10338,Hope,Kiprotich,Marketing,69807,2010-05-18 00:00:00,59,Female,9,Yes,1029.34,Divorced,Bachelor's,7,Permanent,San Francisco,8,2020,Fully Remote,N/A,2.1
10339,Janet,Kamau,Operations,$80355,2019-05-30 00:00:00,56,MALE,9,No,2453.47,Divorced,Master's,22,Permanent,London,3,2011,On-Site,198,4.5
10340,Joy,juma,Info Tech,74732,31/04/2021,44,Male,9,Yes,5672.31,Married,Associate's,23,Permanent,Nairobi,19,,Hybrid,64,1.6
10341,Noah,Omondi,Sales,38711,2001-06-17 00:00:00,25,Female,3,No,2194.59,Divorced,Master's,12,Contract,Berlin,10,2016,On-Site,15,2
10342,Stella,ODHIAMBO,HR,93079,2001-02-05 00:00:00,63,Male,8,No,8420.99,Divorced,Associate's,39,Intern,Tokyo,16,2021,Fully Remote,24,1.6
10343,Oscar,Nyambura,Finance,37904,2010-01-11 00:00:00,35,Female,3,Yes,7883.02,Widowed,Associate's,13,Intern,Nairobi,13,2010,Fully Remote,27,1.5
10344,Caleb,Kilonzo,human resources,$94033,2000-05-09 00:00:00,60,Female,6,No,7679.81,Single,PhD,13,Permanent,San Francisco,9,2021,Hybrid,131,4.5
10345,Yvonne,Juma-Jr,,116478,2006-05-28 00:00:00,28,Male,5,Yes,8253.21,Single,Master's,33,Contract,San Francisco,4,2023,Fully Remote,81,2.1
10346,Yvonne,Muthoni,Sales,119787,2011-12-20 00:00:00,29,Female,8,No,2587.17,Married,Associate's,31,Contract,New York,16,2030,Hybrid,None,3.9
10347,Hope,Ochieng,Ops,85096,2008-02-07 00:00:00,63,Female,Excellent,Yes,7424.48,Divorced,Associate's,28,Intern,San Francisco,15,2014,On-Site,149,2.7
10348,Beatrice,Korir,Sale,33093,2005-02-01 00:00:00,40,Male,1,No,3875.17,Married,Bachelor's,19,Intern,Tokyo,0,2017,Hybrid,14,3.5
10349,Grace,Onyango,Finance,54918,31/04/2021,23,Female,9,No,6835.03,Married,High School,21,Contract,San Francisco,9,2021,Fully Remote,42,4.7
10350,Olive,Muli,Marketing,102743,2011-05-13 00:00:00,22,Female,9,No,1659.21,Single,Bachelor's,32,Intern,London,11,2016,Fully Remote,87,4.4
10351,David,Atieno,Marketing,92636,2009-12-28 00:00:00,63,Male,0,No,7203.07,Divorced,Master's,26,Permanent,Tokyo,17,2012,Hybrid,36,1.3
10352,Rose,Awino,Sales,88806,2007-08-18 00:00:00,59,,2,No,9735.02,Married,Master's,13,Contract,London,0,2022,On-Site,58,4.4
10353,Brian,Mugambi,Operations,39394,2008-06-24 00:00:00,34,Male,4,No,914.2,Married,Associate's,N/A,Contract,San Francisco,11,,Hybrid,61,2.8
10354,Wairimu,Nyambura,human resources,43280,2009-08-13 00:00:00,63,Male,8,Yes,1391.37,Single,PhD,7,Permanent,New York,19,2018,Fully Remote,111,2.4
10355,vincent,Muli,Sales,66303,31/04/2021,45,Male,6,No,1674.55,Single,high school,26,Contract,Nairobi,5,2021,On-Site,29,3.7
10356,Hope,Mutua,HR,57453,2003-05-05 00:00:00,53,Female,1,Yes,4590.36,Single,Master's,6,Intern,Berlin,7,2022,On site,146,4.8
10357,Hassan,Njoroge,IT,90695,2001-10-03 00:00:00,51,,8,No,3262.41,Married,Associate's,32,Intern,Tokyo,13,2014,Hybrid,49,1.4
10358,Ruth,Maina,Finance,98449,2009-01-27 00:00:00,27,Female,5,Yes,8165.74,Divorced,Associate's,36,Permanent,San Francisco,4,2012,Hybrid,176,4.1
10359,Kevin,Njoroge,Operations,55765,2016-04-09 00:00:00,59,Female,6,No,5000.98,Single,Bachelor's,N/A,Permanent,Tokyo,3,2016,Fully Remote,122,1.8
10360,Baraka,Wambui,Sales,32340,2001-12-24 00:00:00,54,Female,5,Full time,5103.1,Single,Associate's,11,Contract,London,15,2013,Fully Remote,42,2.5
10361,Rose,Moraa,Finance,68057,2014-07-15 00:00:00,44,Male,5,No,7311.86,Divorced,High School,21,Permanent,Remote,5,2010,Fully Remote,129,4.5
10362,Njeri,Korir,Human Resource,30597,2013-05-29 00:00:00,31,Male,3,No,3938.71,Married,PhD,19,Intern,Berlin,2,2014,On-Site,40,3.2
,Esther,Odhiambo,Operations,87988,2002-01-07 00:00:00,36,Male,4,No,3855.47,Married,Bachelor's,34,Contract,London,3,2020,On-Site,92,1.3
10364,Oscar,Onyango,Operations,45025,2013-04-15 00:00:00,44,Male,5,No,7690.8,Divorced,Bachelor's,35,Intern,San Francisco,7,2017,On-Site,128,3
10365,Stella,Onyango,Finance,37145,,57,Female,2,No,7910.4,Married,Bachelor's,31,Intern,Nairobi,13,2021,Fully Remote,171,4.2
10366,Sharon,Njoki,H.R,85797,2018-05-16 00:00:00,22,Male,6,No,636.79,Widowed,Associate's,29,Permanent,Nairobi,6,2013,On-Site,171,3.1
10367,Kevin,Barasa,Marketing,71723,2003-07-23 00:00:00,29,Male,2,Yes,1866.01,Divorced,Associate's,6,Permanent,Londn,3,2016,On-Site,17,1.7
10368,Irene,Langat,Finance,,2016-04-03 00:00:00,24,Female,4,Yes,2524.43,Widowed,Bachelor's,36,Contract,San Fransisco,18,2017,Hybrid,198,2.8
10369,Olive,Barasa,Operations,34830,2009-07-12 00:00:00,35,Female,1,No,3840.2,Married,Bachelor's,31,Contract,London,10,2018,Fully Remote,166,4.7
10370,Stella,Korir,HR,53930,2000-12-05 00:00:00,38,Male,4,Yes,3268.76,Married,High School,N/A,permanent,Berlin,14,2020,Hybrid,128,3.6
10371,Felix,Wanjala,IT,53752,2000-06-01 00:00:00,55,Female,7,No,6850.94,Widowed,Master's,20,Contract,San Francisco,15,2018,Fully Remote,19,3.9
10372,Irene,Abdi,HR,106025,2015-07-25 00:00:00,27,Female,8,Yes,8367.28,Single,High School,22,Permanent,London,5,2014,Fully Remote,62,4.1
10373,Janet,Maina,Operations,111304,2003-11-22 00:00:00,26,Male,2,No,2324.83,Widowed,Bachelor's,3,Permanent,Nairobi,11,2015,On-Site,116,1.4
10374,Stella,Kimani,IT,92040,2015-03-26 00:00:00,4,Female,3,Yes,5848.31,Single,Associate's,8,Permanent,New York,7,2016,Hybrid,63,3.3
10375,Rahab,Maina,Marketing,97696,2008-05-09 00:00:00,61,Prefer not say,1,Yes,3994.25,Divorced,Associate's,19,Intern,Tokyo,9,2019,Hybrid,198,2.5
10376,Uma,Moraa,Operations,94648,2001-03-02 00:00:00,50,Female,7,yes,5304.89,Married,Bachelor's,31,Contract,Nairobi,10,2011,On-Site,56,1.6
10377,Kiptoo,Kimani,Marketing,85030,2019-07-26 00:00:00,56,Female,4,Yes,6397.2,Married,Master's,32,Permanent,New York,8,2018,Hybrid,73,1.8
10378,Peter,Juma-Jr,Operations,86815,2009-09-28 00:00:00,39,Female,8,No,8989.2,Widowed,PHD,-1,Intern,Berlin,16,2010,Hybrid,107,4.1
10379,Olive,Kariuki,Finance,115669,2017-05-18 00:00:00,61,Female,5,No,2326.78,Divorced,PhD,39,Intern,San Francisco,13,2023,Fully Remote,9,1.6
10380,Linda,Ochieng,Sales,65690,2003-02-09 00:00:00,51,Male,9,Yes,1326.56,Widowed,High School,31,Intern,Tokyo,2,2015,Hybrid,,2.2
10381,Ruth,Ndegwa,IT,118406,2006-06-30 00:00:00,36,Female,6,No,6458.51,Widowed,Master's,3,,San Francisco,8,2015,Remote,12,2.1
10382,Grace,Makori,Sales,87923,2009-02-11 00:00:00,36,Male,2,Yes,4244.24,N/A,phd,5 years,Contract,Berlin,19,N/A,Fully Remote,82,1.2
EMP-10383,Moses,Muli,Markting,66572,2002-08-07 00:00:00,37,Male,1,Yes,2047.58,Single,Master's,10,Contract,San Francisco,17,2016,On-Site,97,2.8
10384,Victor,Muthama,IT,84030,2019-06-04 00:00:00,54,,1,Yes,1612.33,Married,Associate's,28,Intern,London,16,2011,Fully Remote,67,4.1
10385,Kiptoo,Musyoka,Sales,97904,2022-06-01,31,Female,9,Yes,5809.64,Married,Associate's,27,Intern,London,4,2022,On-Site,167,1.1
10386,Tony,Ndegwa,IT,59203,2016-10-09 00:00:00,,Male,1,Yes,3354.47,Widowed,High Sch,31,Contract,Nairobi,ten,2015,On-Site,36,1.5
10387,Nancy,Wekesa,Sales,107088,2019-05-23 00:00:00,58,Female,3,Yes,9975.55,Single,Bachelor's,34,Permanent,Nairobi,5,2015,Fully Remote,101,3.9
10388,Isaac,Muriuki,Sales,35608,2002-08-14 00:00:00,24,Female,0,No,4356.06,Married,PhD,5,Contract,Nairobi,2,2018,Fully Remote,122,3.4
10389,Felix,Moraa,HR,75667,2004-08-28 00:00:00,57,Male,4,Yes,2516.72,Single,PhD,11,Intern,Nairobi,15,2023,On-Site,28,3.9
10390,Queen,OTIENO,IT,85547,Jan 5 2021,25,Female,1,Yes,6474.07,Divorced,Associate's,7,Intern,Berlin,14,2017,Fully Remote,54,1.9
10391,Pauline,Abdi,HR,52485,2006-10-18 00:00:00,32,Male,1,Yes,2820.42,Single,High School,8,Intern,San Francisco,7,2014,Fully Remote,122,4.2
10392,Yusuf,Mugambi,Operations,39862,2003-07-27 00:00:00,62,Female,4,No,N/A,Single,PhD,17,permanent,Nairobi,8,2016,Hybrid,191,2.9
10393,Caleb,Koech,Sales,105948,2001-01-05 00:00:00,54,Female,4,No,5084.47,Divorced,Associate's,39,Perm,Berlin,3,1900,Fully Remote,197,3.4
10394,Miriam,Naliaka,Operations,116890,2020/13/05,49,Female,7,No,4808.8,Married,Associate's,14,Intern,Tokyo,12,2014,Fully Remote,132,1.4
10395,Timothy,Wambui,IT,101880,2006-04-15 00:00:00,53,Female,8,Yes,8062.81,Married,Master's,24,Contract,Nairobi,2,2016,Hybrid,116,1.8
10396,Olive,Kimani,Markting,87560,2019-04-05 00:00:00,37,Female,Excellent,Yes,2557.82,Single,Master's,N/A,Intern,San Francisco,6,2012,On-Site,42,4.1
10397,Chebet,Atieno,Finance,113529,2017-04-25 00:00:00,30,Female,8,Yes,9090.92,Single,Master's,15,Intern,London,15,2016,On-Site,170,Good
10398,Zipporah,Kimani,,58415,2013-02-19 00:00:00,32,Prefer not say,9,No,8017.73,Divorced,High School,4,Intern,Nairobi,16,2022,Fully Remote,153,1.4
10399,Baraka,Bett,Finance,94523,2022-06-01,27,Prefer not say,1,No,3664.66,Divorced,PhD,13,Intern,London,16,2015,Fully Remote,155,3.4
10400,Zipporah,Korir,Finanace,49323,2015-10-19 00:00:00,48,Female,9,No,2215.72,Married,High School,5,Intern,San Francisco,18,2021,On-Site,178,3.2
10401,Moses,Atieno,Finance,83214,2005-10-26 00:00:00,33,Female,8,Yes,3155.58,Married,High School,31,Permanent,San Francisco,19,2015,,162,3.4
10402,Vincent,Kamau,HR,47997,2008-02-14 00:00:00,43,Male,1,Yes,3660.04,Divorced,Master's,12,Contract,San Francisco,16,2011,On-Site,172,3.5
10403,Irene,Musyoka,Operations,87003,2019-03-30 00:00:00,61,Male,7,No,5790.87,Single,Associate's,30,Contract,San Francisco,1,2011,On-Site,86,3
10404,Chebet,Moraa,HR,33679,2017-09-27 00:00:00,58,Male,9,Yes,940.5,Divorced,Bachelor's,10,Permanent,Nairobi,4,2016,Hybrid,74,3
10405,Peter,Bett,Sales,70308,2011-05-08 00:00:00,42,Female,4,No,9186.41,Married,Associate's,30,Permanent,Tokyo,15,2010,Hybrid,73,Good
10406,Purity,Wekesa,Finance,105024,2017-01-19 00:00:00,54,Male,9,No,1437.41,,Associate's,26,permanent,New York,10,1900,Fully Remote,174,3.1
10407,Kennedy,Mboya,Finance,69842,2020/13/05,38,Female,1,No,3153.1,Widowed,Associate's,6,Contract,Nairobi,5,2012,Fully Remote,150,3.5
10407,Yusuf,Bett,I.T,95408,2016-10-30 00:00:00,thirty,Male,9,Yes,1538.23,Widowed,Associate's,27,Contract,London,10,2015,Onsite,191,2.1
10409,Yusuf.,Mwangi,Sales,99532,2013-12-06 00:00:00,61,Male,6,No,2938.39,Divorced,High School,20,Permanent,Tokyo,0,2012,Fully Remote,17,4.5
10410,Harun,Korir,Human Resource,83938,2011-01-04 00:00:00,31,Female,4,No,8457.9,Married,Master's,28,Contract,Berlin,18,2021,Hybrid,123,1.1
10411,Linda,Bett,Marketing,35695,2006-06-22 00:00:00,39,Male,5,Yes,6344.17,maried,Master's,20,Contract,San Francisco,2,2018,On-Site,106,3.2
10412,Irene,Musyoka-Jr,Operations,88499,2014-04-27 00:00:00,34,Female,7,Yes,2659.57,Widowed,Associate's,12,Intern,London,7,Never,N/A,25,2.5
10413,Kiptoo,Makori,Sales,53382,2014-12-06 00:00:00,48,Female,4,No,8781.71,Single,Bachelor's,21,Intern,Berlin,17,,Fully Remote,81,3.4
10414,Abdi,,Operations,44235,2016-05-06 00:00:00,31,Male,8,Yes,8106.76,Single,PhD,30,Intern,New York,12,2016,On-Site,86,2.4
10415,,Wambui,Sales,92223,2002-02-01 00:00:00,53,Femle,3,Yes,7659.67,maried,Associate's,10,Contract,London,0,2010,On-Site,81,3.9
,QUEEN,Kiprotich,HR,32366,2018-06-30 00:00:00,62,Male,2,Yes,8552.51,Single,Associate's,5,Contract,Tokyo,19,2013,On-Site,193,1.1
10417,James,Chebet,Operations,57467,2011-02-14 00:00:00,24,Male,1,Yes,6386.67,Divorced,Bachelor's,37,Intern,Nairobi,16,2023,Hybrid,103,2.6
10418,Eunice,Mutua,Sales,89316,2002-10-01 00:00:00,43,Female,6,No,5263.65,Single,High School,8,Intern,Berlin,4,2014,On-Site,170,4.3
10419,Mercy,Wanjala,Marketing,36764,2019-04-28 00:00:00,48,Female,2,Yes,-,Widowed,Associate's,30,Contract,London,,2016,Hybrid,172,2
10420,Brian,Bett,Sales,91836,2010-04-13 00:00:00,24,Male,8,No,2625.76,Widowed,Bachelor,17,Contract,Nairobi,10,2016,On-Site,159,1.2
10421,Valerie,Chebet,Sales,61923,2007-10-17 00:00:00,54,Female,4,Yes,5795.41,Divorced,High School,3,Permanent,Nairobi,17,,Fully Remote,190,3
10422,Kennedy,Achieng,Operations,46292,2017-02-22 00:00:00,23,Male,9,No,8950.18,Widowed,High School,21,Intern,Nairobi,7,2021,Fully Remote,198,4.9
10423,Lucy,Karanja,HR,31614,2000-12-15 00:00:00,32,Female,4,No,6142.83,Single,Bachelors,16,Intern,Tokyo,12,2010,On-Site,47,1.3
10424,Baraka,Muthoni,HR,"50,939",2008-02-12 00:00:00,31,Male,N/A,Yes,9236.27,Widowed,High School,32,Intern,San Francisco,,2014,Fully Remote,126,0
10425,Yara,Kiprotich,HR,48800,2001-11-17 00:00:00,60,Male,8,Yes,3890.72,Married,Associate's,27,Contract,London,15,2014,Hybrid,128,3.4
10426,Terry  Ann,Kamau,HR,86440,2012-09-11 00:00:00,54,Female,8,No,KES 7103.81,Single,Associate's,6,Contract,Nairobi,11,2013,Fully Remote,24,2
10427,YUSUF,karanja,I.T,53246,2008-07-23 00:00:00,28,Female,5,No,6662.32,Divorced,Master's,16,Permanent,San Francisco,7,2022,Hybrid,167,2.6
10428,Yusuf,Juma,Operations,$82805,2012-03-14 00:00:00,36,Male,3,No,6869.12,Married,PhD,3,Permanent,Nairobi,3,2015,On-Site,None,4.3
10429,David,Naliaka,,79648,2007-07-18 00:00:00,47,Male,2,Yes,6627.9,Widowed,PhD,20,Intern,Berlin,13,2017,Hybrid,78,0
10430,Joy,Naliaka,Operatons,86851,2009-08-25 00:00:00,32,Male,9,Yes,2605.72,Married,Bachelor's,7,Permanent,Berlin,8,2019,Fully Remote,76,3.9
10431,Mercy,Naliaka,IT,61688,2009-12-03 00:00:00,59,Male,9,Yes,KES 1864.11,Widowed,Associate's,11,Contract,Berlin,10,2014,Hybrid,172,3
10432,Daisy,Cherono,HR,59764,2007-06-25 00:00:00,48,Female,5,No,9796.97,Widowed,Bachelor's,29,Permanent,San Francisco,15,2023,Hybrid,50,4.6
10433,Janet,Koech,IT,62470,2017-09-21 00:00:00,60,Female,8,Yes,930.3,Widowed,High School,3,,San Francisco,5,2017,Fully Remote,83,4.9
10434,Queen,Otieno,Ops,68501,2017-06-02 00:00:00,28,Female,7,No,,Divorced,Master's,21,Contract,Nairobi,11,2021,,174,2.9
10435,Esther,Karanja,Marketing,87207,2017-05-22 00:00:00,22,Male,3,No,4538.26,Married,Master's,32,Intern,Tokyo,18,2014,On-Site,150,3.3
10436,Caleb,Makori,Operations,92157,2004-08-20 00:00:00,31,Female,5,,3920.18,Divorced,Master's,30,Intern,London,15,2022,On-Site,19,4
10437,Quincy,Juma,Operations,33216,2007-12-02 00:00:00,42,Prefer not say,9,No,7928.85,Widowed,Master's,39,Permanent,Tokyo,12,2012,Hybrid,103,2.3
10438,Wanjiku,Barasa,Finance,52072,2010-06-08 00:00:00,36,Male,4,No,7580.83,Single,PhD,11,Contract,San Francisco,ten,2017,On-Site,70,1.9
10439,Terry,Sang,Finance,67132,2011-06-12 00:00:00,51,Female,3,Y,9099.64,Single,Associate's,17,Contract,London,11,2021,Hybrid,145,4.9
10440,Akoth,Wafula,Info Tech,47861,2001-11-15 00:00:00,51,Prefer not say,7,No,4257.13,Divorced,Master's,25,permanent,Berlin,3,2013,On-Site,113,2.7
10441,Pauline,Mugambi,HR,94186,2011-11-19 00:00:00,29,Male,8,No,5859.71,Single,Master's,25,Intern,Tokyo,16,2023,Fully Remote,61,1
10442,George,Wekesa,IT,34960,2007-12-29 00:00:00,45,Male,5,No,8976.92,Married,Master's,9,Intern,Tokyo,13,2012,Fully Remote,141,4.4
10443,Fiona,Moraa,Finance,48781,31/04/2021,40,,8,No,9941.56,Single,Bachelor's,29,Intern,Tokyo,16,2012,Fully Remote,125,3.4
10444,Victor.,Chebet,Sales,61126,2010-04-14 00:00:00,24,Male,5,Yes,9708.3,Single,Bachelor's,15,Contract,San Francisco,0,2015,Fully Remote,103,1.7
10445,Daisy,Ochieng,Finance,52578,2014-12-07 00:00:00,36,Female,9,Yes,7319.52,Widowed,High School,19,Contract,London,19,2017,,70,1.1
10446,Joy,Muli,HR,47883,2008-12-27 00:00:00,57,Female,7,Yes,1860.66,Married,Associate's,15,Contract,Berlin,0,2019,Fully Remote,148,2.2
10447,Linda,Langat,HR,59782,2012-11-04 00:00:00,27,Male,5,No,720.27,Married,Master's,39,Intern,San Francisco,1,2014,Fully Remote,114,4.7
10448,Omari,Wanjala,IT,86387,2019-02-30,63,Male,9,Yes,8339.57,Single,High School,35,Permanent,Berlin,16,2010,Hybrid,134,4.7
10449,Kennedy,Naliaka,IT,46979,2011-01-09 00:00:00,39,female,Excellent,Yes,8488.95,Widowed,High School,13,Contract,New York,0,2010,Fully Remote,148,2.2
10450,Hope,Juma,HR,63746,2003-03-02 00:00:00,59,Male,8,N,7590.43,Single,Associate's,16,Contract,New York,11,2012,On-Site,76,4.3
10451,Fiona.,Nyambura,Sales,96266,2008-05-19 00:00:00,40,Male,4,No,3159.27,Single,Bachelor's,3,contractor,Berlin,12,2021,Hybrid,5,2.8
10452,Lucy,Mutua,Finance,30056,2019-08-06 00:00:00,51,Female,9,N,6578.27,Divorced,Associate's,31,Intern,New York,13,2021,Hybrid,109,3.6
10453,Hope,Cherono,Marketing,61457,2016-03-16 00:00:00,34,Female,6,No,N/A,Widowed,High School,1,Contract,London,9,2015,On-Site,158,2.3
10454,Yvonne,Kiptoo,HR,32243,2016-02-19 00:00:00,60,Female,6,No,4781.16,Divorced,Associate's,35,Intern,London,11,2011,On-Site,176,3.1
10455,Caleb,Bett,Sales,85031,2012-03-03 00:00:00,33,Female,3,Yes,4133.13,Widowed,Bachelor's,16,Contract,San Francisco,17,2010,Hybrid,137,2.2
10456,Mercy,Achieng,Operations,31701,2006-05-18 00:00:00,55,Male,3,Yes,9179.58,Single,High School,1,Contract,Berlin,6,2016,Hybrid,25,1.2
10457,Valerie,Mugambi,IT,86381,2017-08-15 00:00:00,33,Female,4,Yes,2724.49,Widowed,Associate's,5 years,Permanent,San Francisco,18,2023,On-Site,39,1.6
10458,Peter,Wambui,Sales,80438,2003-07-16 00:00:00,45,Male,1,Yes,5987.3,Married,Master's,7,Permanent,London,14,2023,Fully Remote,108,2.2
10459,Lilian,Mugambi,Operations,103839,2005-02-27 00:00:00,25,Male,6,Yes,3929.32,Single,Master's,23,Permanent,London,6,2021,Hybrid,58,4.9
10460,Rose,Koech,Info Tech,110636,2004-04-09 00:00:00,57,Male,1,No,6799.18,Single,Associate's,35,Permanent,London,13,2011,On-Site,128,4.9
10461,Valerie,Sang,Sales,96483,2002-09-10 00:00:00,35,M,4,no,5863.35,Divorced,Associate's,29,Intern,Tokyo,8,2017,Fully Remote,182,4.3
10462,Xavier,Atieno,Operations,50505,2020/13/05,38,Male,7,Yes,9277.79,Divorced,Bachelor's,22,Intern,New York,4,2011,Fully Remote,112,1.9
10463,Quincy,Otieno,Finance,36553,2018-11-24 00:00:00,24,Female,6,Yes,1465.32,Widowed,High School,16,Intern,San Francisco,0,2020,On-Site,48,2.8
10464,Oscar,Abdi,Finance,63525,2005-02-06 00:00:00,59,MALE,8,Yes,2596.09,Divorced,Associate's,29,Permanent,San Francisco,15,2010,Hybrid,89,2.8
10465,amina,Juma,Finance,110402,2005-06-02 00:00:00,44,Male,4,Yes,-,Married,High School,6,Contract,London,4,2019,N/A,8,2.5
10466,Wairimu,Moraa,Finance,74348,2004-10-02 00:00:00,34,Female,9,No,4003.47,Single,Master's,18,Intern,Tokyo,7,2011,Fully Remote,127,1.2
10467,Omari,Cherono,Finance,101187,2006-09-18 00:00:00,30,Female,8,No,2074.95,Divorced,High School,29,Permanent,San Francisco,18,2011,On-Site,46,3.1
10468,Pauline,Bett-Jr,Marketing,37273,2014-05-01 00:00:00,42,Female,5,Yes,N/A,Married,MSc,5 years,Permanent,Nairobi,19,2016,Fully Remote,173,1.3
10469,Grace,Muli,H.R,94236,2005-04-02 00:00:00,62,Femle,6,No,6695.35,Single,Bachelor's,2,Permanent,San Francisco,11,2010,Fully Remote,168,4.2
10470,James,Kilonzo,Operations,$105569,2001-12-01 00:00:00,29,Male,5,Yes,925.85,Single,phd,32,Intern,Tokyo,7,2012,Fully Remote,28,3.8
010471,Hope,Wafula,Marketing,33535,2019-07-03 00:00:00,38,Male,6,Yes,3270.41,Married,High School,36,Contract,London,7,2014,On-Site,137,2.4
10472,Yvonne,Mwangi,Marketing,48677,2011-01-29 00:00:00,37,Male,1,No,8189.51,Single,Bachelor's,32,Intern,Tokyo,5,2021,Hybrid,189,3.6
10473,Njeri,Odhiambo,HR,113024,2005-09-04 00:00:00,4,Female,4,No,5442.32,Married,High School,20,Permanent,New York,19,2016,Fully Remote,71,1.9
10474,Timothy,Wafula,HR,30908,2012-10-05 00:00:00,49,MALE,9,No,836.1,,High School,37,Permanent,San Francisco,8,2023,Hybrid,15,2.1
10475,Sharon,Muthama,HR,100153,2010-04-11 00:00:00,37,Female,4,Yes,3178.53,Divorced,Master's,38,Permanent,New York,1,2015,Hybrid,177,2.3
10476,Njeri,Kiprotich,Humman Res.,118989,2001-01-29 00:00:00,35,Female,2,Yes,6571.84,Widowed,High Sch,55,Intern,San Francisco,17,2017,On-Site,100,4.2
10477,Pauline,Langat,HR,65079,2005-05-10 00:00:00,59,Female,6,Yes,2393.91,Married,Bachelor's,5,Contract,New York,0,2010,Hybrid,26,1.8
10478,Eunice,Nyambura,Operations,111556,2008-05-06 00:00:00,41,Female,2,No,8360.22,Divorced,PhD,6,Intern,San Francisco,10,2016,Hybrid,143,3.3
10479,Irene,Ochieng,Marketing,79323,2009-06-14 00:00:00,62,Male,3,No,6927.47,Single,Associate's,22,Permanent,Nairobi,14,2018,Fully Remote,170,1.8
10480,David,Juma,Operations,75320,2001-06-06 00:00:00,55,Male,7,Yes,4978.1,Divorced,Bachelor's,21,Permanent,London,11,2016,On-Site,191,2.1
10481,Linda,Muriuki,human resources,119909,2004-04-11 00:00:00,50,Female,4,No,9198.43,Married,PhD,19,Permanent,Nairobi,2,2015,On-Site,,1.9
10482,Baraka,Mburu,Info Tech,76105,2007-12-19 00:00:00,24,Female,1,No,4222.11,Divorced,Bachelor's,15,Intern,Berlin,18,2018,Fully Remote,136,3.6
10483,Felix,Juma,IT,60164,2014-03-30 00:00:00,31,Female,9,Yes,2733.2,Widowed,PhD,34,Intern,Tokyo,19,2022,Fully Remote,199,3.1
10484,Stella,Njoki,Operatons,31885,2007-10-20 00:00:00,41,Female,6,No,6783.33,Single,Bachelor's,7,Intern,Londn,18,2013,Hybrid,142,3.9
10485,Fiona,Mugambi,Marketing,87819,2001-07-03 00:00:00,23,Male,9,No,5946.3,Divorced,Associate's,17,Permanent,Tokyo,,2021,Hybrid,23,1.9
10486,Queen,WANJALA,Sales,31049,2004-01-08 00:00:00,48,Male,3,Yes,3684.86,Single,Master's,,Intern,San Francisco,15,2019,On-Site,86,1
10487,Gilbert,NDEGWA,Marketing,83281,2017-01-21 00:00:00,53,Male,5,Yes,3764.81,Married,Master's,39,Contract,Berlin,5,2015,On-Site,160,Good
10488,Janet,,Operations,73271,2002-04-12 00:00:00,31,male,9,Yes,4283,Widowed,Associate's,2,Contract,London,8,2015,Hybrid,99,1.5
10489,Olive,Makori,Finance,"96,697",2012-04-09 00:00:00,61,Female,6,No,3265.82,Widowed,Bachelor's,27,Temporary,London,7,2023,Fully Remote,21,2
10490,Oscar,Onyango,Operations,96351,2013-11-06 00:00:00,38,Female,2,Yes,7247.29,Divorced,PhD,24,Contract,San Fransisco,15,2019,On-Site,28,2.2
10491,Oscar,Kariuki,Humna Resources,66534,2018-08-25 00:00:00,35.5,Male,Excellent,No,6687.9,Single,High School,28,Permanent,Nairobi,7,2023,Fully Remote,133,4
10492,Peter,kimani,Finance,88097,2003-11-22 00:00:00,27,Male,9,Yes,4687.39,Single,Bachelor's,1,Permanent,Berlin,17,2012,Hybrid,9,3.5
10493,Valerie,Mugambi,IT,83813,2000-10-12 00:00:00,60,Male,1,Yes,4279.62,Divorced,Associate's,21,Permanent,Tokyo,4,2016,On-Site,164,1.7
10494,Pauline,Njoroge,Marketing,,2007-07-08 00:00:00,39,Female,5,Yes,3967.99,Divorced,Master's,28,Permanent,London,19,2010,On-Site,57,3.4
10495,Baraka,Muriuki,Marketing,66007,2010-04-23 00:00:00,30,F,Excellent,No,3192.95,Divorced,Master's,3,Permanent,New York,11,2020,Hybrid,85,3.8
